Date,Z
11/15/2017,0.001493966
11/15/2017,0.00127956
11/15/2017,0.001964131
11/15/2017,0.002910408
11/15/2017,0.00528824
11/15/2017,0.000899813
12/13/2017,0.008917292
12/13/2017,0.000514597
12/13/2017,0.000768184
12/13/2017,0.001325889
12/13/2017,0.000719731
12/13/2017,0.001458394
