DATE,Chl
07/08/2013,11.14
07/08/2013,11.26
10/01/2013,16.52
10/01/2013,6.35
01/08/2014,4.43
01/08/2014,1.54
04/07/2014,8.34
04/07/2014,4.77
07/09/2014,8.6
07/09/2014,8.94
10/08/2014,8.83
10/08/2014,5.06
01/19/2015,10.88
01/19/2015,18.37
04/20/2015,12.97
04/20/2015,15.93
07/07/2015,9.45
07/07/2015,27.36
10/06/2015,5.46
10/06/2015,4.53
01/20/2016,9.32
01/20/2016,8.98
04/04/2016,13.27
04/04/2016,10.68
07/12/2016,13.71
07/12/2016,26.2
