Date,ddin,ddon
09/24/2001,0.057222587,0.33131649
09/25/2001,0.055400729,0.345836369
09/26/2001,0.055916111,0.286447753
09/27/2001,0.056215726,0.268101543
09/28/2001,0.052159586,0.393272868
09/29/2001,0.051511333,0.402626271
09/30/2001,0.051441636,0.39947622
10/01/2001,0.051312082,0.397541658
10/02/2001,0.051360661,0.393485524
10/03/2001,0.051453931,0.389624932
10/04/2001,0.051550541,0.385715427
10/05/2001,0.051869934,0.380212525
10/06/2001,0.05236454,0.373183739
10/07/2001,0.05175179,0.374472664
10/08/2001,0.053846347,0.321663431
10/09/2001,0.046661365,0.244000959
10/10/2001,0.066855671,0.24275115
10/11/2001,0.037089047,0.220178763
10/12/2001,0.046285303,0.236409034
10/13/2001,0.051693582,0.246789023
10/14/2001,0.031557193,0.212925131
10/15/2001,0.057224749,0.227120378
10/16/2001,0.054824474,0.223782627
10/17/2001,0.052424198,0.220444877
10/18/2001,0.026689805,0.194564752
10/19/2001,0.027168891,0.19785514
10/20/2001,0.027816352,0.193193629
10/21/2001,0.03116571,0.203126764
10/22/2001,0.031845217,0.201188852
10/23/2001,0.021904311,0.17557892
10/24/2001,0.03562227,0.197080623
10/25/2001,0.034297948,0.194467672
10/26/2001,0.033462696,0.192184175
10/27/2001,0.032627444,0.189900678
10/28/2001,0.031792192,0.187617181
10/29/2001,0.03095694,0.185333684
10/30/2001,0.030121688,0.183050188
10/31/2001,0.029286436,0.180766691
11/01/2001,0.028451184,0.178483194
11/02/2001,0.027615933,0.176199697
11/03/2001,0.026780681,0.1739162
11/04/2001,0.018110552,0.142045449
11/05/2001,0.041480002,0.19003997
11/06/2001,0.019989058,0.145271562
11/07/2001,0.020096255,0.143936996
11/08/2001,0.018478695,0.150587046
11/09/2001,0.021769169,0.160215219
11/10/2001,0.020933917,0.157931723
11/11/2001,0.016388072,0.135514538
11/12/2001,0.017011609,0.125761825
11/13/2001,0.018428162,0.151081232
11/14/2001,0.01759291,0.148797735
11/15/2001,0.016619941,0.145534628
11/16/2001,0.05510987,0.210726194
11/17/2001,0.053000935,0.164397554
11/18/2001,0.0531653,0.157750904
11/19/2001,0.053292547,0.149517661
11/20/2001,0.053621794,0.143172276
11/21/2001,0.054375194,0.143270637
11/22/2001,0.055704521,0.15501382
11/23/2001,0.056440294,0.156420388
11/24/2001,0.056992336,0.153587257
11/25/2001,0.057447595,0.146951803
11/26/2001,0.058045126,0.142907378
11/27/2001,0.058732946,0.141095233
11/28/2001,0.059452479,0.140225106
11/29/2001,0.060216646,0.14338598
11/30/2001,0.060960084,0.152343228
12/01/2001,0.061625516,0.163159113
12/02/2001,0.062211521,0.161643808
12/03/2001,0.062903261,0.152628196
12/04/2001,0.063700807,0.144882709
12/05/2001,0.064449954,0.142333814
12/06/2001,0.065150962,0.142070464
12/07/2001,0.065854313,0.14171948
12/08/2001,0.066350717,0.14591853
12/09/2001,0.066512295,0.156647928
12/10/2001,0.067330444,0.176467891
12/11/2001,0.066915158,0.201827563
12/12/2001,0.068313739,0.198364317
12/13/2001,0.069618404,0.196724439
12/14/2001,0.072099014,0.185263235
12/15/2001,0.072611112,0.191621881
12/16/2001,0.073387962,0.19497533
12/17/2001,0.075091094,0.191850144
12/18/2001,0.075472258,0.197069768
12/19/2001,0.073321611,0.209435589
12/20/2001,0.074888624,0.208127024
12/21/2001,0.07503442,0.209947827
12/22/2001,0.074425248,0.212941566
12/23/2001,0.072008704,0.234676246
12/24/2001,0.071799267,0.239129581
12/25/2001,0.071680707,0.240627325
12/26/2001,0.074068258,0.233778194
12/27/2001,0.072749092,0.241466709
12/28/2001,0.054526374,0.202738531
12/29/2001,0.038629109,0.091287416
12/30/2001,0.073853251,0.244257139
12/31/2001,0.076046442,0.239475085
01/01/2002,0.076098683,0.241533886
01/02/2002,0.079249097,0.234423747
01/03/2002,0.085601261,0.213105676
01/04/2002,0.079232337,0.238320346
01/05/2002,0.055984427,0.123454164
01/06/2002,0.08729873,0.22326441
01/07/2002,0.083794819,0.232337986
01/08/2002,0.062901747,0.139554013
01/09/2002,0.014391829,0.083881321
01/10/2002,0.01508479,0.084263916
01/11/2002,0.066745557,0.10238176
01/12/2002,0.089141492,0.223646023
01/13/2002,0.080130546,0.208043282
01/14/2002,0.054700905,0.077547822
01/15/2002,0.018549595,0.086176893
01/16/2002,0.019242556,0.086559488
01/17/2002,0.019935517,0.086942083
01/18/2002,0.082402251,0.191419736
01/19/2002,0.090998439,0.201337435
01/20/2002,0.100490941,0.210134257
01/21/2002,0.095456388,0.199639913
01/22/2002,0.076939781,0.088336406
01/23/2002,0.024093283,0.089237655
01/24/2002,0.025426239,0.089912269
01/25/2002,0.125309802,0.21091912
01/26/2002,0.124339397,0.212607019
01/27/2002,0.096877115,0.181509575
01/28/2002,0.057752057,0.084344101
01/29/2002,0.036205275,0.095162594
01/30/2002,0.038361082,0.096212659
01/31/2002,0.040516889,0.097262724
02/01/2002,0.0641426,0.089120718
02/02/2002,0.111304694,0.178922789
02/03/2002,0.108320178,0.174828259
02/04/2002,0.105437674,0.098826629
02/05/2002,0.055864878,0.100428094
02/06/2002,0.053451732,0.103563114
02/07/2002,0.055607539,0.104613179
02/08/2002,0.057763346,0.105663244
02/09/2002,0.059919153,0.10671331
02/10/2002,0.06207496,0.107763375
02/11/2002,0.139455627,0.204931392
02/12/2002,0.128421042,0.170788694
02/13/2002,0.130970117,0.112333979
02/14/2002,0.070698188,0.111963635
02/15/2002,0.145139683,0.125690169
02/16/2002,0.140572822,0.119559448
02/17/2002,0.080899088,0.117546111
02/18/2002,0.08535242,0.120092965
02/19/2002,0.089805752,0.122639819
02/20/2002,0.094259085,0.125186672
02/21/2002,0.098712417,0.127733526
02/22/2002,0.152625157,0.169076265
02/23/2002,0.136058805,0.205407119
02/24/2002,0.153380575,0.177093436
02/25/2002,0.155760132,0.136850458
02/26/2002,0.120979078,0.140467794
02/27/2002,0.154514621,0.25617358
02/28/2002,0.145431908,0.246795896
03/01/2002,0.141858015,0.226892339
03/02/2002,0.153609319,0.202784955
03/03/2002,0.170032682,0.277250954
03/04/2002,0.169043989,0.280187016
03/05/2002,0.151500158,0.217765106
03/06/2002,0.178450818,0.16678744
03/07/2002,0.180731028,0.170412535
03/08/2002,0.177672259,0.163534738
03/09/2002,0.169965733,0.168483184
03/10/2002,0.174419066,0.171030038
03/11/2002,0.180923321,0.175371692
03/12/2002,0.187900867,0.18012753
03/13/2002,0.194878412,0.184883368
03/14/2002,0.201855958,0.189639206
03/15/2002,0.208833503,0.194395045
03/16/2002,0.215811049,0.199150883
03/17/2002,0.222788594,0.203906721
03/18/2002,0.212878623,0.202605413
03/19/2002,0.190587137,0.23770636
03/20/2002,0.213882135,0.217533269
03/21/2002,0.250698776,0.222930074
03/22/2002,0.257676322,0.227685913
03/23/2002,0.264653867,0.232441751
03/24/2002,0.215846696,0.241536247
03/25/2002,0.209400972,0.253520845
03/26/2002,0.282083756,0.246199435
03/27/2002,0.292564049,0.251465104
03/28/2002,0.299541595,0.256220942
03/29/2002,0.306519141,0.26097678
03/30/2002,0.172923893,0.301143347
03/31/2002,0.136730295,0.371020017
04/01/2002,0.137993235,0.35132448
04/02/2002,0.202779301,0.303102355
04/03/2002,0.142650372,0.337137831
04/04/2002,0.131636271,0.377655309
04/05/2002,0.139234904,0.353395933
04/06/2002,0.209274404,0.327419213
04/07/2002,0.314919994,0.307697023
04/08/2002,0.140773379,0.357455566
04/09/2002,0.223364849,0.34151488
04/10/2002,0.424271606,0.330379032
04/11/2002,0.435501891,0.336676394
04/12/2002,0.446732176,0.342973757
04/13/2002,0.457962462,0.349271119
04/14/2002,0.469192747,0.355568481
04/15/2002,0.480423033,0.361865844
04/16/2002,0.488178033,0.368105069
04/17/2002,0.376327621,0.372905579
04/18/2002,0.503252905,0.380628131
04/19/2002,0.155992444,0.423583182
04/20/2002,0.118524459,0.441655403
04/21/2002,0.197348067,0.435808767
04/22/2002,0.55903503,0.40594738
04/23/2002,0.570265316,0.412244743
04/24/2002,0.581495601,0.418542105
04/25/2002,0.593914598,0.42468729
04/26/2002,0.111178482,0.474787159
04/27/2002,0.108867439,0.470972458
04/28/2002,0.109633536,0.472983508
04/29/2002,0.113390501,0.469858457
04/30/2002,0.117437914,0.46595022
05/01/2002,0.11570043,0.472304941
05/02/2002,0.113829355,0.478929094
05/03/2002,0.115824478,0.478315722
05/04/2002,0.108773625,0.494778175
05/05/2002,0.108065033,0.499283056
05/06/2002,0.105128431,0.508141013
05/07/2002,0.090854692,0.563921594
05/08/2002,0.111345869,0.564214982
05/09/2002,0.313501259,0.527124181
05/10/2002,0.857465821,0.506973569
05/11/2002,0.709030952,0.519498449
05/12/2002,0.126069629,0.593633487
05/13/2002,0.657580324,0.534570016
