DATE,Chl
07/02/2013,0.08
07/02/2013,0.05
10/08/2013,0.09
10/08/2013,0.07
01/14/2014,0.02
01/14/2014,0.01
04/10/2014,0.08
04/10/2014,0.19
07/02/2014,0.07
07/02/2014,0.16
10/15/2014,0.11
10/15/2014,0.06
10/16/2014,
10/16/2014,
01/06/2015,0.04
01/06/2015,0.02
04/06/2015,0.05
04/06/2015,0.1
07/28/2015,0.13
07/28/2015,0.13
10/01/2015,0.17
10/01/2015,0.23
01/15/2016,0.06
01/15/2016,0.03
04/12/2016,0.13
04/12/2016,0.05
07/18/2016,0.09
07/18/2016,0.07
