Date,Z
07/10/2017,0.000177596
07/10/2017,0.001263226
07/10/2017,0.000159414
10/06/2017,0.000598524
10/06/2017,8.44E-05
10/06/2017,0.000354307
11/07/2017,5.55E-05
11/07/2017,0.000150626
11/07/2017,0.000783257
