Date,Z
06/14/2017,0.000130754
06/14/2017,0.000047708
07/05/2017,0.000105161
07/05/2017,0.00061316
08/16/2017,5.87793E-05
08/16/2017,0.03115055
09/13/2017,0.000010119
09/13/2017,3.50758E-05
10/09/2017,7.07025E-05
10/09/2017,5.66154E-05
