DATE,Chl
07/02/2013,8.74
07/02/2013,5.83
10/08/2013,10.24
10/08/2013,7.49
01/14/2014,1.93
01/14/2014,1.34
04/10/2014,8.73
04/10/2014,21.26
07/02/2014,8.44
07/02/2014,18.5
10/15/2014,12.25
10/15/2014,7.18
10/16/2014,
10/16/2014,
01/06/2015,4.55
01/06/2015,1.8
04/06/2015,5.37
04/06/2015,11.81
07/28/2015,14.47
07/28/2015,15.01
10/01/2015,19.39
10/01/2015,26.21
01/15/2016,6.64
01/15/2016,2.94
04/12/2016,14.72
04/12/2016,5.11
07/18/2016,9.66
07/18/2016,8.47
