Est,Bay,DATE,STA,DEPTH,TEMP,SAL,DO,mondate
MA,AB,10/16/1998,D,3.199999996,26.04999995,22.5,5.889999986,10/15/1998
MA,CB,11/5/1999,A,0.899999999,19.53999996,11.94999999,7.589999989,11/15/1999
MA,CB,11/5/1999,B,2.199999996,19.94999999,21.38,10.28999999,11/15/1999
MA,AB,11/5/1999,C,1.299999997,20.04999995,25.94,11.57999998,11/15/1999
MA,AB,11/5/1999,D,2.899999999,20.48999995,28.59999996,8.219999999,11/15/1999
MA,CB,10/30/2002,A,1.099999998,22.38,0.09,5.029999986,10/15/2002
MA,CB,10/30/2002,B,2.599999994,22.69999999,3.93,10.25999999,10/15/2002
MA,AB,10/30/2002,C,2.199999996,23.33999997,5.429999992,10.04999998,10/15/2002
MA,AB,10/30/2002,D,3.599999994,22.84999996,7.069999993,6.939999998,10/15/2002
MA,AB,10/30/2002,E,1.299999997,23.00999999,3.399999999,11.06999999,10/15/2002
MA,CB,1/21/2003,A,0.399999999,16.39999998,3.099999994,9.909999996,1/15/2003
MA,CB,1/21/2003,B,2.299999997,12.97,6.079999998,11,1/15/2003
MA,AB,1/21/2003,C,1.599999998,13.20999998,11.88,11.06999999,1/15/2003
MA,AB,1/21/2003,D,2.899999999,14.27999997,28.22999996,8.299999982,1/15/2003
MA,AB,1/21/2003,E,2,15.19,4.349999994,11.95999998,1/15/2003
MA,CB,4/3/2003,A,0.799999999,19.98999995,5.099999994,8.669999987,4/15/2003
MA,CB,4/3/2003,B,2.399999999,19.11999995,6.25999999,8.5,4/15/2003
MA,AB,4/3/2003,C,1.699999999,18.63999999,10.55999997,8.479999989,4/15/2003
MA,AB,4/3/2003,D,2.699999996,18.88,17.08999997,8.429999977,4/15/2003
MA,AB,4/3/2003,E,0.799999999,19.38,6.779999986,7.939999998,4/15/2003
MA,CB,7/22/2003,A,0.399999999,30.63999999,4.059999987,6.669999987,7/15/2003
MA,CB,7/22/2003,B,2.399999999,30.08999997,11.54999998,6.589999989,7/15/2003
MA,AB,7/22/2003,C,1.899999999,29.50999999,15.94,6.219999999,7/15/2003
MA,AB,7/22/2003,D,3,29.44,22.13999999,6.359999999,7/15/2003
MA,AB,7/22/2003,E,1,29,12.98999998,6.709999993,7/15/2003
MA,CB,10/14/2003,A,0.799999999,25.76999998,2.399999999,7.489999995,10/15/2003
MA,CB,10/14/2003,B,2.699999996,26.40999997,15.83999997,5.089999989,10/15/2003
MA,AB,10/14/2003,C,2.299999997,25.94999999,17.66999996,6.129999995,10/15/2003
MA,AB,10/14/2003,D,3.5,26.25999999,15.82999998,6.519999996,10/15/2003
MA,AB,10/14/2003,E,1.199999999,25.72999996,17.07999998,5.919999987,10/15/2003
MA,CB,1/12/2004,A,0.799999999,12.89999998,10.57999998,9.75,1/15/2004
MA,CB,1/12/2004,B,2.399999999,12.97999999,17.63,10.91999999,1/15/2004
MA,AB,1/12/2004,C,1.899999999,12.98999998,20.75,10.80999997,1/15/2004
MA,AB,1/12/2004,D,3.099999994,13.32999998,25.91999996,11.25999999,1/15/2004
MA,AB,1/12/2004,E,1,13.07999998,19.84999996,10.13999999,1/15/2004
MA,CB,4/9/2004,A,0.899999999,22.25,0.84,5.00999999,4/15/2004
MA,CB,4/9/2004,B,2.399999999,23.63999999,14.98999998,7.36999999,4/15/2004
MA,AB,4/9/2004,C,2,23.65999997,20.13,7.349999994,4/15/2004
MA,AB,4/9/2004,D,3.099999994,23.34999996,19.58999997,7.139999986,4/15/2004
MA,AB,4/9/2004,E,0.899999999,23.58999997,19.60999995,7.289999992,4/15/2004
MA,CB,7/8/2004,A,0.899999999,29.39999998,1.199999999,7.019999996,7/15/2004
MA,CB,7/8/2004,B,2.599999994,29.51999998,3.829999998,6.829999998,7/15/2004
MA,AB,7/8/2004,C,1.899999999,29.57999998,6.839999989,6.75,7/15/2004
MA,AB,7/8/2004,D,3.199999996,30.14999998,15.72,5.189999998,7/15/2004
MA,AB,7/8/2004,E,1,29.38999999,3.059999995,6.899999991,7/15/2004
MA,CB,10/4/2004,A,1.099999998,27.59999996,6.36999999,6.579999998,10/15/2004
MA,CB,10/4/2004,B,2.599999994,27.72999996,11.01999998,7.329999998,10/15/2004
MA,AB,10/4/2004,C,2.099999994,27.60999995,15.69999999,6.859999999,10/15/2004
MA,AB,10/4/2004,D,3.399999999,27.97999996,19.46999997,6.769999996,10/15/2004
MA,AB,10/4/2004,E,1.199999999,27.20999998,14.25999999,6.289999992,10/15/2004
MA,CB,1/12/2005,A,0.899999999,18.85999995,8.849999994,9.439999998,1/15/2005
MA,CB,1/12/2005,B,2.599999994,18.13999999,6.439999998,9.50999999,1/15/2005
MA,AB,1/12/2005,C,2.099999994,17.54999995,11.48999998,9.449999988,1/15/2005
MA,AB,1/12/2005,D,3.299999997,17,24.83999997,7.699999988,1/15/2005
MA,AB,1/12/2005,E,1.099999998,18.28999996,8.329999983,8.709999979,1/15/2005
MA,CB,4/12/2005,A,0.799999999,23.08999997,4.859999999,8.349999994,4/15/2005
MA,CB,4/12/2005,B,2.399999999,23.38,20.39999998,5.269999996,4/15/2005
MA,AB,4/12/2005,C,2,22.96999997,18.42999995,6.25999999,4/15/2005
MA,AB,4/12/2005,D,3.199999996,23.26999998,21.21999997,7.00999999,4/15/2005
MA,AB,4/12/2005,E,1,22.59999996,8.139999986,7.61999999,4/15/2005
MA,CB,7/7/2005,A,0.799999999,30.85999995,9.669999987,6.789999992,7/15/2005
MA,CB,7/7/2005,B,2.5,30.53999996,12.52999997,6.519999996,7/15/2005
MA,AB,7/7/2005,C,2,29.63999999,19.47999996,5.089999989,7/15/2005
MA,AB,7/7/2005,D,3.099999994,30.63999999,30.05999994,5.039999992,7/15/2005
MA,AB,7/7/2005,E,1,29.52999997,13.92999998,6.219999999,7/15/2005
MA,CB,10/12/2005,A,2,24.73999995,16.38999999,7.36999999,10/15/2005
MA,CB,10/12/2005,B,2.899999999,24.44,19.29999995,7.109999999,10/15/2005
MA,AB,10/12/2005,C,2.199999996,24.01999998,20.5,7.239999995,10/15/2005
MA,AB,10/12/2005,D,3.299999997,24.48999995,23.84999996,6.059999987,10/15/2005
MA,AB,10/12/2005,E,1.299999997,24.04999995,19.70999998,6.819999993,10/15/2005
MA,CB,1/4/2006,A,1.599999998,20.16999996,17.11999995,8.959999979,1/15/2006
MA,CB,1/4/2006,B,2.199999996,19.73999995,19.41999996,7.679999992,1/15/2006
MA,AB,1/4/2006,C,1.799999997,19.52999997,23.45999998,7.409999996,1/15/2006
MA,AB,1/4/2006,D,2.899999999,19.58999997,32.15999997,8.219999999,1/15/2006
MA,AB,1/4/2006,E,0.899999999,20.22999996,21.31999999,7.189999998,1/15/2006
MA,CB,4/11/2006,A,1.799999997,22.39999998,22.64999998,7.669999987,4/15/2006
MA,CB,4/11/2006,B,2.5,22.14999998,25.44,7.339999989,4/15/2006
MA,AB,4/11/2006,C,2,21.88,26.47999996,7.309999987,4/15/2006
MA,AB,4/11/2006,D,3.199999996,22.08999997,30.03999996,6.549999997,4/15/2006
MA,AB,4/11/2006,E,1.199999999,21.42999995,27.96999997,7.469999999,4/15/2006
MA,CB,7/17/2006,A,1.799999997,31.19999999,17.38,6.819999993,7/15/2006
MA,CB,7/17/2006,B,2.5,30.67999995,18.10999995,5.809999987,7/15/2006
MA,AB,7/17/2006,C,2,30.44,20.41999996,5.859999999,7/15/2006
MA,AB,7/17/2006,D,3,30.60999995,25.82999998,6,7/15/2006
MA,AB,7/17/2006,E,1,30.13,19.75,4.779999986,7/15/2006
MA,CB,10/3/2006,A,1.899999999,27.72999996,10.83999997,6.959999993,10/15/2006
MA,CB,10/3/2006,B,2.699999996,28.05999994,17.70999998,6.789999992,10/15/2006
MA,AB,10/3/2006,C,2.099999994,27.57999998,24.63,5.879999995,10/15/2006
MA,AB,10/3/2006,D,3.299999997,28.02999997,29.81999999,6.049999997,10/15/2006
MA,AB,10/3/2006,E,1.099999998,28.20999998,23.31999999,3.459999993,10/15/2006
MA,CB,1/10/2007,A,1.5,14.41,15.66999999,10.56999999,1/15/2007
MA,CB,1/10/2007,B,2.299999997,14.47,22.05999994,10.70999998,1/15/2007
MA,AB,1/10/2007,C,1.799999997,13.88999999,25.34999996,9.049999982,1/15/2007
MA,AB,1/10/2007,D,3,14.52999997,25.78999996,8.299999982,1/15/2007
MA,AB,1/10/2007,E,0.799999999,12.54999998,17.65999997,10.07999998,1/15/2007
MA,CB,7/9/2007,A,2.099999994,28.11999995,0.13,4.359999999,7/15/2007
MA,CB,7/9/2007,B,2.799999997,28.48999995,3.279999994,6.429999992,7/15/2007
MA,AB,7/9/2007,C,2.299999997,29.5,5.429999992,5.75,7/15/2007
MA,AB,7/9/2007,D,3.299999997,28.57999998,7.289999992,7.769999996,7/15/2007
MA,AB,7/9/2007,E,1.299999997,28.75,0.42,7.359999999,7/15/2007
MA,CB,10/5/2007,A,2.199999996,28.13999999,2.989999995,6.899999991,10/15/2007
MA,CB,10/5/2007,B,3,27.79999995,4.079999998,5.309999987,10/15/2007
MA,AB,10/5/2007,C,2.399999999,27.95999998,9.549999982,3.239999995,10/15/2007
MA,AB,10/5/2007,D,3.5,28.48999995,23.69,4.059999987,10/15/2007
MA,AB,10/5/2007,E,1.399999999,28.21999997,3.129999995,6.889999986,10/15/2007
MA,CB,1/4/2008,A,1.699999999,11.14999998,8.029999971,10.92999998,1/15/2008
MA,CB,1/4/2008,B,2.399999999,11.04999998,12.13999999,10.26999998,1/15/2008
MA,AB,1/4/2008,C,1.799999997,10.85999998,12.63,10.94,1/15/2008
MA,AB,1/4/2008,D,3,12.85999998,29.46999997,8.689999998,1/15/2008
MA,AB,1/4/2008,E,0.899999999,10.91999999,11.27999997,10.61999997,1/15/2008
MA,CB,4/8/2008,A,2,23.73999995,11.57999998,7.36999999,4/15/2008
MA,CB,4/8/2008,B,2.699999996,23.67999995,18.77999997,7.269999996,4/15/2008
MA,AB,4/8/2008,C,2.099999994,23.60999995,21.32999998,6.989999995,4/15/2008
MA,AB,4/8/2008,D,3.199999996,23.5,24.48999995,6.939999998,4/15/2008
MA,AB,4/8/2008,E,1.199999999,23.79999995,19.52999997,6.989999995,4/15/2008
MA,CB,7/3/2008,A,2,28.15999997,19.50999999,6.679999992,7/15/2008
MA,CB,7/3/2008,B,2.699999996,28.51999998,23.91999996,6.789999992,7/15/2008
MA,AB,7/3/2008,C,2,27.75999999,29.69999999,6.209999993,7/15/2008
MA,AB,7/3/2008,D,3.299999997,28.32999998,35.01999998,5.929999992,7/15/2008
MA,AB,7/3/2008,E,1.099999998,27.88999999,28.21999997,6.559999987,7/15/2008
MA,CB,10/1/2008,A,1.799999997,26.03999996,23.98999995,7.299999997,10/15/2008
MA,CB,10/1/2008,B,2.599999994,26.07999998,27.25,6.939999998,10/15/2008
MA,AB,10/1/2008,C,1.899999999,26.01999998,29.07999998,6.639999986,10/15/2008
MA,AB,10/1/2008,D,3.199999996,26.35999995,29.19,6.659999996,10/15/2008
MA,AB,10/1/2008,E,1,26.10999995,27.88,6.629999995,10/15/2008
MA,CB,1/14/2009,A,1.599999998,12.45999998,28.50999999,8.969999999,1/15/2009
MA,CB,1/14/2009,B,2.299999997,12.00999999,29.54999995,8.859999985,1/15/2009
MA,AB,1/14/2009,C,1.799999997,11.28999999,29.15999997,9.069999993,1/15/2009
MA,AB,1/14/2009,D,2.899999999,12.89999998,30.5,8.589999974,1/15/2009
MA,AB,1/14/2009,E,0.799999999,11.50999999,29.28999996,8.929999977,1/15/2009
MA,CB,4/1/2009,A,1.899999999,19.59999996,31.14999998,7.039999992,4/15/2009
MA,CB,4/1/2009,B,2.5,19.75999999,30.5,7.169999987,4/15/2009
MA,AB,4/1/2009,C,1.899999999,19.57999998,30.63,7.11999999,4/15/2009
MA,AB,4/1/2009,D,3.099999994,20.13,30.92999995,7.189999998,4/15/2009
MA,AB,4/1/2009,E,1,19.50999999,29.75,7.439999998,4/15/2009
NC,NB,10/20/1987,A,0.1,24,29,5.359999999,10/15/1987
NC,NB,10/21/1987,B,1.199999999,21.56999999,34,6.099999994,10/15/1987
NC,CC,10/19/1987,C,4.099999994,24.81999999,33,4.329999998,10/15/1987
NC,CC,10/22/1987,D,3.699999996,22.05999994,35,5.349999994,10/15/1987
NC,NB,12/8/1987,A,1.399999999,20.17999995,29,5.839999989,12/15/1987
NC,NB,12/9/1987,B,1.199999999,19.16999996,30,5.419999987,12/15/1987
NC,CC,12/7/1987,C,4.099999994,18.35999995,32,6.059999987,12/15/1987
NC,CC,12/10/1987,D,3.699999996,18.60999995,32,3.329999998,12/15/1987
NC,NB,2/16/1988,A,1.399999999,15.05999997,27,4.839999989,2/15/1988
NC,NB,2/24/1988,B,1.199999999,15.03999999,31,6.779999986,2/15/1988
NC,CC,2/15/1988,C,4.099999994,12.22,31,8.719999999,2/15/1988
NC,CC,2/18/1988,D,3.699999996,14.97,30,7.279999986,2/15/1988
NC,NB,4/12/1988,A,1.399999999,15.98999998,30,8.059999973,4/15/1988
NC,NB,4/13/1988,B,1.199999999,18.89999998,30,7.769999996,4/15/1988
NC,CC,4/11/1988,C,5.539999992,19.02999997,31,7.639999986,4/15/1988
NC,CC,4/14/1988,D,3.699999996,19.02999997,31,6.679999992,4/15/1988
NC,NB,5/10/1988,A,1.399999999,26.25,34,5.349999994,5/15/1988
NC,NB,5/11/1988,B,1.199999999,26.92999995,34,5.349999994,5/15/1988
NC,CC,5/9/1988,C,4.099999994,24.69999999,32,5.86999999,5/15/1988
NC,CC,5/12/1988,D,3.699999996,24.22999996,32,5.36999999,5/15/1988
NC,CC,6/10/1988,C,4.099999994,27.65999997,34,5.219999999,6/15/1988
NC,NB,7/27/1988,A,1.399999999,29.31999999,38,5.669999987,7/15/1988
NC,NB,7/27/1988,B,1.199999999,28.80999994,38,4.709999993,7/15/1988
NC,CC,7/26/1988,C,4.099999994,29.63999999,40,5.36999999,7/15/1988
NC,CC,7/26/1988,D,3.699999996,30.59999996,45,0.989999998,7/15/1988
NC,NB,7/30/1990,A,1.199999999,30.75999999,12.39999998,4.809999987,7/15/1990
NC,NB,7/30/1990,B,0.899999999,29.46999997,14.5,7.109999999,7/15/1990
NC,CC,7/30/1990,C,3.899999999,29.90999997,35.19999993,5.319999993,7/15/1990
NC,CC,7/30/1990,D,3.799999997,28.83999997,39.5,0.5,7/15/1990
NC,NB,10/15/1990,A,1.399999999,23.58999997,20.29999995,6.899999991,10/15/1990
NC,NB,10/15/1990,B,1.299999997,23.67999995,33.19999993,6.729999989,10/15/1990
NC,CC,10/15/1990,C,4.099999994,23.38999999,37.79999995,6.359999999,10/15/1990
NC,CC,10/15/1990,D,3.799999997,22.73999995,39.5,6.309999987,10/15/1990
NC,NB,1/22/1991,A,0.899999999,10.19,31.5,9.369999975,1/15/1991
NC,NB,1/22/1991,B,1.099999998,10.34999999,32.69999993,8.809999973,1/15/1991
NC,CC,1/22/1991,C,3.5,11.97999999,32.5999999,8.299999982,1/15/1991
NC,CC,1/22/1991,D,2.5,10.94999999,30.5,8.73999998,1/15/1991
NC,NB,4/11/1991,A,1.099999998,25.46999997,25.79999995,6.469999999,4/15/1991
NC,NB,4/11/1991,B,1.299999997,25.44999999,28.19999975,6.50999999,4/15/1991
NC,CC,4/11/1991,C,3.599999994,24.02999997,28.79999995,6.659999996,4/15/1991
NC,CC,4/11/1991,D,2.899999999,23.15999997,33.89999998,2.639999993,4/15/1991
NC,CC,4/11/1991,E,3.299999997,23.60999995,29.19999999,6.549999997,4/15/1991
NC,NB,7/16/1991,A,1.099999998,29.91999996,14.09999999,5.629999995,7/15/1991
NC,NB,7/16/1991,B,1.199999999,29.76999998,23,5.579999998,7/15/1991
NC,CC,7/16/1991,C,3.799999997,30.15999997,29.09999996,4.299999997,7/15/1991
NC,CC,7/16/1991,D,2.899999999,29.31999999,31.29999995,1.259999998,7/15/1991
NC,CC,7/16/1991,E,2.899999999,29.96999997,29.89999998,5.379999995,7/15/1991
NC,NB,10/16/1991,A,1,25.84999996,26,6.61999999,10/15/1991
NC,NB,10/16/1991,B,1,26.11999995,31.09999996,6.539999992,10/15/1991
NC,CC,10/16/1991,C,3.199999996,25.02999997,31.89999998,6.859999999,10/15/1991
NC,CC,10/16/1991,D,3.199999996,24.94,33.39999998,6.599999994,10/15/1991
NC,CC,10/16/1991,E,3.399999999,25.03999996,32.29999995,6.099999994,10/15/1991
NC,NB,1/14/1992,A,0.899999999,12.69,10.79999998,9.329999983,1/15/1992
NC,NB,1/14/1992,B,0.899999999,13.07999998,17.59999996,11.17999998,1/15/1992
NC,CC,1/14/1992,C,3.399999999,13.72,26.39999998,8.019999981,1/15/1992
NC,CC,1/14/1992,D,2.5,12.35999998,25.5,8.539999992,1/15/1992
NC,CC,1/14/1992,E,2.699999996,13.47,25.59999996,8.859999985,1/15/1992
NC,NB,4/7/1992,A,1.099999998,19.28999996,9,4.809999987,4/15/1992
NC,NB,4/7/1992,B,1.199999999,22.19,18.19999999,9.589999974,4/15/1992
NC,CC,4/7/1992,C,3.799999997,18.79999995,21,7.519999996,4/15/1992
NC,CC,4/7/1992,D,3.099999994,19.29999995,20.79999995,9.129999995,4/15/1992
NC,CC,4/7/1992,E,3.199999996,19.35999995,20.59999996,8.209999979,4/15/1992
NC,NB,7/7/1992,A,0.899999999,28.08999997,2.899999999,7.25999999,7/15/1992
NC,NB,7/7/1992,B,0.899999999,28.30999994,9.299999982,7.129999995,7/15/1992
NC,CC,7/7/1992,C,3.5,29.07999998,22.39999998,4.989999995,7/15/1992
NC,CC,7/7/1992,D,2.899999999,29.02999997,24.59999996,5.489999995,7/15/1992
NC,CC,7/7/1992,E,2.699999996,29.13,25.59999996,4.669999987,7/15/1992
NC,NB,10/9/1992,A,1.399999999,22.75999999,25.29999995,5.109999999,10/15/1992
NC,NB,10/9/1992,B,1.3,22.04999995,28.39999998,6.699999988,10/15/1992
NC,CC,10/9/1992,C,4,23.48999995,30.69999999,5.5,10/15/1992
NC,CC,10/9/1992,D,3.5,22.34999996,31.19999999,6.25,10/15/1992
NC,CC,10/9/1992,E,3.199999996,23.96999997,31.09999996,5.809999987,10/15/1992
NC,NB,1/15/1993,A,1.299999997,11.63999999,27.5,8.549999982,1/15/1993
NC,NB,1/15/1993,B,1.299999997,11.89999998,29.89999998,8.539999992,1/15/1993
NC,CC,1/15/1993,C,3.699999996,12.33999997,30.09999996,8.059999973,1/15/1993
NC,CC,1/15/1993,D,3.199999996,12.58999997,29,8.339999974,1/15/1993
NC,CC,1/15/1993,E,3.199999996,12.67999998,27.69999999,8.429999977,1/15/1993
NC,NB,4/9/1993,A,1.099999998,20.03999996,24.79999995,8.029999971,4/15/1993
NC,NB,4/9/1993,B,1.099999998,20.67999995,26.29999995,7.849999994,4/15/1993
NC,CC,4/9/1993,C,3.899999999,20.50999999,26.69999999,8.00999999,4/15/1993
NC,CC,4/9/1993,D,2.399999999,20.38999999,26.29999995,8.029999971,4/15/1993
NC,CC,4/9/1993,E,3,20.07999998,26.09999996,8.099999994,4/15/1993
NC,NB,7/10/1993,A,1.099999998,28.91999996,3.599999994,7.309999987,7/15/1993
NC,NB,7/10/1993,B,1,29.44999999,10.09999999,6.309999987,7/15/1993
NC,CC,7/10/1993,C,3.699999996,28.89999998,23.29999995,5.439999998,7/15/1993
NC,CC,7/10/1993,D,3.099999994,29.34999996,25,1.729999997,7/15/1993
NC,CC,7/10/1993,E,2.599999994,29.19999999,24.29999995,5.439999998,7/15/1993
NC,NB,10/18/1993,A,1.299999997,26.78999996,24.5,6.179999992,10/15/1993
NC,NB,10/18/1993,B,1.199999999,26.79999995,30.19999999,5.25,10/15/1993
NC,CC,10/12/1993,C,4.299999997,26.33999997,33.5999999,6.189999998,10/15/1993
NC,CC,10/12/1993,D,3.5,26.04999995,34.39999998,6.419999987,10/15/1993
NC,CC,10/12/1993,E,3.199999996,26.19999999,32.89999998,6.489999995,10/15/1993
NC,NB,1/12/1994,A,1.299999997,16.46999997,28.39999998,7.989999995,1/15/1994
NC,NB,1/12/1994,B,1.399999999,15.91,29.69999999,9.069999993,1/15/1994
NC,CC,1/12/1994,C,4.199999988,14.63999999,30.59999996,8.949999988,1/15/1994
NC,CC,1/12/1994,D,3.399999999,15.30999997,31,8.719999999,1/15/1994
NC,CC,1/12/1994,E,3.599999994,15.28999999,31.19999999,8.849999994,1/15/1994
NC,NB,4/8/1994,A,1.299999997,19.69,26.5,8.339999974,4/15/1994
NC,NB,4/8/1994,B,1.299999997,19.66999996,30,8.48999998,4/15/1994
NC,CC,4/8/1994,C,4.099999994,19.60999995,29.59999996,9.019999981,4/15/1994
NC,CC,4/8/1994,D,3.399999999,19.38,30,9,4/15/1994
NC,CC,4/8/1994,E,3.199999996,19.25999999,28.29999995,8.98999998,4/15/1994
NC,NB,7/5/1994,A,1.099999998,30.16999996,18,6.169999987,7/15/1994
NC,NB,7/5/1994,B,1.099999998,30.82999998,28,7.489999995,7/15/1994
NC,CC,7/5/1994,C,3.599999994,29.69999999,30.19999999,6.849999994,7/15/1994
NC,CC,7/5/1994,D,3,29.27999997,31.39999998,2.819999993,7/15/1994
NC,CC,7/5/1994,E,2.5,28.09999996,34,6.039999992,7/15/1994
NC,NB,10/21/1994,A,1.199999999,26.70999998,24.89999998,4.479999989,10/15/1994
NC,NB,10/21/1994,B,1.299999997,27.56999999,27.39999998,7.049999997,10/15/1994
NC,CC,10/21/1994,C,3.799999997,26.44999999,32.19999993,5.099999994,10/15/1994
NC,CC,10/21/1994,D,2.5,26.48999995,32.89999998,6.349999994,10/15/1994
NC,CC,10/21/1994,E,3,26.91999996,33.39999998,5.849999994,10/15/1994
NC,NB,11/2/1994,A,1.199999999,23.95999998,21.19999999,7.029999986,11/15/1994
NC,NB,11/2/1994,B,1.099999998,23.60999995,28.39999998,6.889999986,11/15/1994
NC,CC,11/2/1994,C,3.899999999,23.07999998,32.19999993,6.609999999,11/15/1994
NC,NB,1/12/1995,A,0.899999999,20.32999998,22.59999996,7.029999986,1/15/1995
NC,NB,1/12/1995,B,0.899999999,18.13,26.69999999,7.769999996,1/15/1995
NC,CC,1/12/1995,C,3.699999996,14.69999999,29.69999999,8.459999979,1/15/1995
NC,CC,1/12/1995,D,3,15.16,29.39999998,7.029999986,1/15/1995
NC,CC,1/12/1995,E,2.899999999,15.48999998,29.09999996,8.379999995,1/15/1995
NC,NB,4/7/1995,A,1.199999999,23.09999996,25.79999995,6.789999992,4/15/1995
NC,NB,4/7/1995,B,2.099999994,22.57999998,27,6.089999989,4/15/1995
NC,CC,4/7/1995,C,4,21.10999995,29.39999998,6.75999999,4/15/1995
NC,CC,4/7/1995,D,3.099999994,20.66999996,30,7.289999992,4/15/1995
NC,CC,4/7/1995,E,3.199999996,20.73999995,29.79999995,6.189999998,4/15/1995
NC,NB,7/7/1995,A,0.699999999,29.16999996,25,6.709999993,7/15/1995
NC,NB,7/7/1995,B,0.699999999,29.63,29.59999996,6.229999989,7/15/1995
NC,CC,7/7/1995,C,3.399999999,29.34999996,30.89999998,5.649999991,7/15/1995
NC,CC,7/7/1995,D,2.899999999,29.50999999,36.0999999,1.159999996,7/15/1995
NC,CC,7/7/1995,E,2.5,29.63999999,33.39999998,5.449999988,7/15/1995
NC,NB,10/6/1995,A,1.399999999,24.89999998,30.69999999,6.799999997,10/15/1995
NC,NB,10/6/1995,B,1.399999999,24.78999996,33.5999999,5.849999994,10/15/1995
NC,CC,10/6/1995,C,4.199999988,25.78999996,33.29999995,5.609999999,10/15/1995
NC,CC,10/6/1995,D,3.699999996,24.51999998,32.89999998,5.75,10/15/1995
NC,CC,10/6/1995,E,3.699999996,25.19999999,31.19999999,5.25999999,10/15/1995
NC,NB,1/4/1996,A,0.6,10.41,19.69999999,10,1/15/1996
NC,NB,1/4/1996,B,0.699999999,11.31999999,29.59999996,9.049999982,1/15/1996
NC,CC,1/4/1996,C,3.199999996,11.34999999,28.69999999,9.059999973,1/15/1996
NC,CC,1/4/1996,D,2.699999996,10.76999998,30.39999998,9.149999976,1/15/1996
NC,CC,1/4/1996,E,2.5,11.22,30.19999999,9.059999973,1/15/1996
NC,NB,4/3/1996,A,0.5,19.78999996,34.29999995,5.699999988,4/15/1996
NC,NB,4/3/1996,B,0.899999999,19.95999998,33.89999998,5.549999997,4/15/1996
NC,CC,4/3/1996,C,3.5,18.94999999,33.69999993,5.639999986,4/15/1996
NC,CC,4/3/1996,D,2.699999996,18.44,32.79999995,5.029999986,4/15/1996
NC,CC,4/4/1996,E,2.599999994,18.65999997,32.5999999,6.079999998,4/15/1996
NC,NB,7/8/1996,A,0.899999999,30.46999997,36.79999995,4.949999988,7/15/1996
NC,NB,7/8/1996,B,1,30.23999995,38.69999993,4.819999993,7/15/1996
NC,CC,7/8/1996,C,3.599999994,30.15999997,36.79999995,5.049999997,7/15/1996
NC,CC,7/8/1996,D,3.199999996,29.58999997,40,4.139999986,7/15/1996
NC,CC,7/8/1996,E,2.699999996,30.13999999,38,4.359999999,7/15/1996
NC,NB,10/26/1996,A,1.5,25.22999996,39.5999999,6,10/15/1996
NC,NB,10/26/1996,B,1.5,25.20999998,36.5,6.349999994,10/15/1996
NC,CC,10/26/1996,C,4.199999988,23.59999996,35,6.839999989,10/15/1996
NC,CC,10/27/1996,D,2.799999997,24.26999998,38.29999995,6.199999988,10/15/1996
NC,CC,10/27/1996,E,3.299999997,24.09999996,38.39999998,6.269999996,10/15/1996
NC,NB,1/21/1997,A,0.799999999,10.13999999,37.39999998,11.97999999,1/15/1997
NC,NB,1/21/1997,B,0.799999999,9.439999998,36.5999999,11.94999999,1/15/1997
NC,CC,1/21/1997,C,3.5,8.359999985,36.19999993,10.95999998,1/15/1997
NC,CC,1/21/1997,D,2.899999999,9.379999995,34.5999999,9.829999983,1/15/1997
NC,CC,1/21/1997,E,2.699999996,8.339999974,34.79999995,10.28999999,1/15/1997
NC,NB,4/14/1997,A,1.5,15.06999999,26.89999998,7.909999996,4/15/1997
NC,NB,4/14/1997,B,1.5,14.91999999,28,8.279999971,4/15/1997
NC,CC,4/14/1997,C,4.199999988,17.85999995,26.89999998,7.689999998,4/15/1997
NC,CC,4/14/1997,D,3.099999994,17.30999994,25.69999999,7.299999997,4/15/1997
NC,CC,4/14/1997,E,3.199999996,18.25999999,26.29999995,7.209999993,4/15/1997
NC,NB,6/5/1997,A,1.099999998,28.23999995,26.5,6.379999995,6/15/1997
NC,NB,6/5/1997,B,1.199999999,28.34999996,26.79999995,6.25999999,6/15/1997
NC,CC,6/5/1997,C,3.599999994,28.05999994,26.5,5.709999993,6/15/1997
NC,CC,6/5/1997,E,2.899999999,27.52999997,27.5,5.75999999,6/15/1997
NC,NB,7/3/1997,A,1,29.79999995,5.099999994,7.799999997,7/15/1997
NC,NB,7/3/1997,B,1,29.84999996,21.59999996,5.649999991,7/15/1997
NC,CC,7/3/1997,C,3.699999996,29.39999998,30.29999995,5.399999991,7/15/1997
NC,CC,7/3/1997,D,3.099999994,29.55999994,32.5999999,1.049999997,7/15/1997
NC,CC,7/3/1997,E,2.799999997,29.22999996,31.5,5.159999996,7/15/1997
NC,NB,10/15/1997,A,1.399999999,20.22999996,10.29999998,7.839999989,10/15/1997
NC,NB,10/15/1997,B,1.399999999,19.88,19.79999995,9.159999996,10/15/1997
NC,CC,10/15/1997,C,4.099999994,21.91999996,26.29999995,7.549999997,10/15/1997
NC,CC,10/15/1997,D,4,21.03999996,29.5,7.309999987,10/15/1997
NC,CC,10/15/1997,E,3.399999999,23.11999995,29.79999995,6.459999993,10/15/1997
NC,NB,1/6/1998,A,0.899999999,21.17999995,27.39999998,8.299999982,1/15/1998
NC,NB,1/6/1998,B,1.099999998,19.36999995,25.59999996,8.959999979,1/15/1998
