Est,Bay,DATE,STA,DEPTH,TEMP,SAL,DO,mondate
LC,MB,7/10/2000,F,1.5,30.17999995,32.26999998,4.989999995,7/15/2000
LC,LB,10/4/2000,A,1.5,26.5,33.31999993,5.389999986,10/15/2000
LC,LB,10/4/2000,B,2.099999994,26.72999996,34.52999997,5.75999999,10/15/2000
LC,MB,10/4/2000,C,3.069999993,26.34999996,35.95999992,6.519999996,10/15/2000
LC,MB,10/4/2000,D,4.099999994,25.73999995,36.78999996,6.079999998,10/15/2000
LC,LB,1/4/2001,A,1.039999999,7.039999992,24.04999995,10.10999998,1/15/2001
LC,LB,1/4/2001,B,1.5,8,28.29999995,9.039999992,1/15/2001
LC,MB,1/4/2001,C,2.599999994,6.969999999,26.88,8.439999998,1/15/2001
LC,MB,1/4/2001,D,3.599999994,7.629999995,26.07999998,9.00999999,1/15/2001
LC,LB,4/3/2001,A,1.399999999,22.78999996,14.13,8.139999986,4/15/2001
LC,LB,4/3/2001,B,1.799999997,22,14.61999997,7.319999993,4/15/2001
LC,MB,4/3/2001,C,2.859999999,20.50999999,21.92999995,7.519999996,4/15/2001
LC,MB,4/3/2001,D,4,19,25.20999998,7.639999986,4/15/2001
LC,MB,4/5/2001,E,3.06,22.36,31.13,7.27,4/15/2001
LC,LB,7/10/2001,A,1.099999998,31.63999999,16.76999998,7.379999995,7/15/2001
LC,LB,7/10/2001,B,1.699999999,30.76999998,19.39999998,7.059999987,7/15/2001
LC,MB,7/10/2001,C,2.599999994,29.98999995,25.20999998,7.219999999,7/15/2001
LC,MB,7/10/2001,D,3.899999999,29.54999995,28.60999995,5.199999988,7/15/2001
LC,LB,10/1/2001,A,1.479999997,23.44,13.05999997,5.899999991,10/15/2001
LC,LB,10/1/2001,B,1.799999997,23.97999996,18.5,5.909999996,10/15/2001
LC,MB,10/1/2001,C,2.969999999,24.39999998,25.02999997,6.309999987,10/15/2001
LC,MB,10/1/2001,D,4.099999994,23.54999995,27,7.079999998,10/15/2001
LC,LB,1/3/2002,A,1.27,7.659999996,17.60999995,11.44,1/15/2002
LC,LB,1/3/2002,B,1.549999997,7.319999993,19.20999998,11.56999999,1/15/2002
LC,MB,1/3/2002,C,2.319999993,8.48999998,24.51999998,10.58999997,1/15/2002
LC,MB,1/3/2002,D,3.399999999,9.789999992,25.45999998,10.10999998,1/15/2002
LC,,4/1/2002,15,2.5,20.23999995,25.85999995,7.309999987,4/15/2002
LC,LB,4/1/2002,A,1.18,20.25,25.15999997,7.409999996,4/15/2002
LC,LB,4/1/2002,B,1.599999998,20.26999998,26.57999998,7.239999995,4/15/2002
LC,MB,4/1/2002,C,2.869999997,20.55999994,30.06999999,7.659999996,4/15/2002
LC,MB,4/1/2002,D,3.949999996,19.19999999,34.17999995,7.349999994,4/15/2002
LC,LB,7/8/2002,A,1.449999999,29.27999997,19,5.689999998,7/15/2002
LC,LB,7/8/2002,B,2,29.38,24.08999997,5.629999995,7/15/2002
LC,MB,7/8/2002,C,2.959999993,29.82999998,25.63999999,6.11999999,7/15/2002
LC,MB,7/8/2002,D,4.099999994,29.59999996,29.22999996,5.859999999,7/15/2002
LC,LB,10/9/2002,A,1.399999999,26.61999995,16.26999998,6.329999998,10/15/2002
LC,LB,10/9/2002,B,1.899999999,26.75999999,17.32999998,6.549999997,10/15/2002
LC,MB,10/9/2002,C,2.899999999,27.52999997,24.44999999,5.769999996,10/15/2002
LC,MB,10/9/2002,D,4.099999994,27.63999999,27.85999995,5.25999999,10/15/2002
LC,LB,1/14/2003,A,1.199999999,11.75,14.5,7.889999986,1/15/2003
LC,LB,1/14/2003,B,1.399999999,11.88,20.79999995,8.339999974,1/15/2003
LC,MB,1/14/2003,C,2.699999996,13.26999998,29.48999995,8.50999999,1/15/2003
LC,MB,1/14/2003,D,3.699999996,13.66999999,28.72999996,8.179999977,1/15/2003
LC,LB,4/14/2003,A,1,22.08999997,17.65999997,7.699999988,4/15/2003
LC,LB,4/14/2003,B,1.5,21.16999996,18.08999997,7.199999988,4/15/2003
LC,MB,4/14/2003,C,2.699999996,21.61999995,23.05999994,8.189999998,4/15/2003
LC,MB,4/14/2003,D,3.899999999,19.77999997,29.41999996,6.599999994,4/15/2003
LC,LB,7/21/2003,A,1.299999997,30.29999995,10.55999997,6.859999999,7/15/2003
LC,LB,7/21/2003,B,1.5,29.95999998,11.66999999,5.629999995,7/15/2003
LC,MB,7/21/2003,C,2.599999994,30.19999999,23.67999995,6.439999998,7/15/2003
LC,MB,7/21/2003,D,3.899999999,29.30999994,26.96999997,6.149999991,7/15/2003
LC,LB,10/13/2003,A,1.5,25.86999995,5.439999998,5.209999993,10/15/2003
LC,LB,10/13/2003,B,1.899999999,26.19999999,11.80999997,4.899999991,10/15/2003
LC,MB,10/13/2003,C,3,26.09999996,21.94,6.089999989,10/15/2003
LC,MB,10/13/2003,D,4.199999988,25.98999995,27.09999996,5.699999988,10/15/2003
LC,,12/4/2003,15,1.899999999,17.57999998,18,8.209999979,12/15/2003
LC,LB,12/4/2003,A,1,17.35999995,17.59999996,9.639999986,12/15/2003
LC,LB,12/4/2003,B,1.799999997,17.23999995,16.94999999,8.809999973,12/15/2003
LC,,1/8/2004,15,1.899999999,10.47,25.38,9.269999981,1/15/2004
LC,LB,1/8/2004,A,1.399999999,11.19999999,25.31999999,8.98999998,1/15/2004
LC,LB,1/8/2004,B,1.899999999,11.03999999,25.84999996,9.079999983,1/15/2004
LC,MB,1/8/2004,C,2.899999999,11.64999998,28.80999994,8.799999982,1/15/2004
LC,MB,1/8/2004,D,3.899999999,12.91999999,29.77999997,8.479999989,1/15/2004
LC,,4/6/2004,15,2.299999997,22.31999999,6.489999995,6.959999993,4/15/2004
LC,LB,4/6/2004,A,1.5,22.31999999,5.549999997,8.219999999,4/15/2004
LC,LB,4/6/2004,B,2,22.36999995,16.84999996,6.949999988,4/15/2004
LC,MB,4/6/2004,C,3.099999994,22.38999999,22.69,7.459999993,4/15/2004
LC,MB,4/6/2004,D,4.099999994,22.16999996,28.08999997,7.079999998,4/15/2004
LC,LB,7/1/2004,A,1.699999999,26.67999995,0.859999999,5.299999997,7/15/2004
LC,LB,7/1/2004,B,2,26.55999994,0.17,6.939999998,7/15/2004
LC,MB,7/1/2004,C,3.199999996,27.81999999,4.099999994,6.329999998,7/15/2004
LC,MB,7/1/2004,D,4.199999988,28.01999998,32.19999993,5.75999999,7/15/2004
LC,MB,7/17/2004,E,3.199999996,29.20999998,26.84999996,0.18,7/15/2004
LC,MB,7/17/2004,F,1.5,30.41999996,5.179999992,5.489999995,7/15/2004
LC,LB,10/12/2004,A,1.399999999,25.66999996,18.38999999,6.709999993,10/15/2004
LC,LB,10/12/2004,B,1.799999997,25.20999998,22.17999995,5.929999992,10/15/2004
LC,MB,10/12/2004,C,2.799999997,25.17999995,25.03999996,7.569999993,10/15/2004
LC,MB,10/12/2004,D,4,25.31999999,25.75999999,7.039999992,10/15/2004
LC,MB,10/11/2004,E,3.5,25.47999996,25.88,6.939999998,10/15/2004
LC,MB,10/11/2004,F,1.699999999,24.90999997,16.11999995,7.049999997,10/15/2004
LC,LB,1/4/2005,A,1.399999999,19.70999998,17.58999997,8.75,1/15/2005
LC,LB,1/4/2005,B,1.899999999,18.97999996,17.73999995,8.319999993,1/15/2005
LC,MB,1/4/2005,C,2.899999999,17.35999995,21.17999995,8.829999983,1/15/2005
LC,MB,1/4/2005,D,4.099999994,15.66999999,25.44999999,8.459999979,1/15/2005
LC,MB,1/4/2005,E,3.399999999,13.91999999,25.92999995,6.899999991,1/15/2005
LC,MB,1/4/2005,F,1.299999997,18.13,22.30999994,10.48999998,1/15/2005
LC,LB,4/6/2005,A,1.099999998,21.63,8.019999981,7.75999999,4/15/2005
LC,LB,4/6/2005,B,1.699999999,21.20999998,9.399999976,7.61999999,4/15/2005
LC,MB,4/6/2005,C,2.599999994,21.03999996,22.84999996,7.569999993,4/15/2005
LC,MB,4/6/2005,D,3.899999999,20.38,31.5,4.539999992,4/15/2005
LC,MB,4/6/2005,E,3,20.04999995,28.27999997,2.789999999,4/15/2005
LC,MB,4/6/2005,F,1.299999997,22.84999996,10.59999999,8.229999989,4/15/2005
LC,MB,6/30/2005,E,3,30.86999995,28.13999999,5.409999996,6/15/2005
LC,MB,6/30/2005,F,1.399999999,32.13,27.85999995,7.239999995,6/15/2005
LC,LB,7/1/2005,A,1.299999997,30.13999999,12.78999999,6.039999992,7/15/2005
LC,LB,7/1/2005,B,1.699999999,30.19999999,18.71999997,5.969999999,7/15/2005
LC,MB,7/1/2005,C,2.699999996,30.47999996,25.45999998,5.879999995,7/15/2005
LC,MB,7/1/2005,D,3.699999996,30.40999997,30.77999997,5.709999993,7/15/2005
LC,LB,10/4/2005,A,1.599999998,28.75999999,24.25999999,5.159999996,10/15/2005
LC,LB,10/4/2005,B,2.099999994,28.71999997,27.59999996,6.11999999,10/15/2005
LC,MB,10/4/2005,C,3.099999994,28.84999996,30.56999999,6.25,10/15/2005
LC,MB,10/4/2005,D,4.199999988,29.01999998,32.5999999,6.159999996,10/15/2005
LC,MB,10/3/2005,E,3.5,29.27999997,30.75,5.489999995,10/15/2005
LC,MB,10/3/2005,F,1.399999999,29.54999995,26.33999997,7.529999986,10/15/2005
LC,LB,1/3/2006,A,1.099999998,19.63,24.52999997,7.659999996,1/15/2006
LC,LB,1/3/2006,B,1.5,19.14999998,27.19,7.61999999,1/15/2006
LC,MB,1/3/2006,C,2.599999994,18.34999996,31.30999994,8.099999994,1/15/2006
LC,MB,1/3/2006,D,3.599999994,17.19,32.07999992,8.299999982,1/15/2006
LC,MB,1/3/2006,E,2.899999999,17.22999996,29.81999999,7.50999999,1/15/2006
LC,MB,1/3/2006,F,1,19.75999999,25.78999996,9.229999989,1/15/2006
LC,LB,4/5/2006,A,1,25.26999998,29.05999994,6.919999987,4/15/2006
LC,LB,4/5/2006,B,1.5,24.77999997,29.19,6.649999991,4/15/2006
LC,MB,4/5/2006,C,2.5,23.91999996,31.04999995,6.5,4/15/2006
LC,MB,4/5/2006,D,3.699999996,23.27999997,30.98999995,6.549999997,4/15/2006
LC,MB,4/3/2006,E,3.5,22.65999997,31.09999996,6.329999998,4/15/2006
LC,MB,4/3/2006,F,1.5,25.14999998,30.47999996,7.579999998,4/15/2006
LC,LB,7/11/2006,A,1.299999997,29.92999995,17.64999998,6.409999996,7/15/2006
LC,LB,7/11/2006,B,1.899999999,29.42999995,21.70999998,5.839999989,7/15/2006
LC,MB,7/11/2006,C,2.799999997,29.34999996,22.38999999,5.789999992,7/15/2006
LC,MB,7/11/2006,D,4,29.19,31.57999998,5.989999995,7/15/2006
LC,MB,7/10/2006,E,3.399999999,29.38,27.01999998,6.419999987,7/15/2006
LC,MB,7/10/2006,F,1.5,30.10999995,21.29999995,7.169999987,7/15/2006
LC,LB,10/10/2006,A,1.399999999,26.58999997,19.54999995,8.589999974,10/15/2006
LC,LB,10/10/2006,B,2,26.69,22.82999998,6.819999993,10/15/2006
LC,MB,10/10/2006,C,3.099999994,26.88999999,28.15999997,6.809999987,10/15/2006
LC,MB,10/10/2006,D,4.099999994,27.04999995,32.0999999,4.569999993,10/15/2006
LC,MB,10/9/2006,E,3.299999997,26.86999995,29.46999997,5,10/15/2006
LC,MB,10/9/2006,F,1.299999997,27.19999999,23.41999996,9.209999979,10/15/2006
LC,LB,1/5/2007,A,1.299999997,12.76999998,20.85999995,9.479999989,1/15/2007
LC,LB,1/5/2007,B,1.799999997,12.80999997,23.33999997,9.48999998,1/15/2007
LC,MB,1/5/2007,C,2.799999997,13.34999999,27.80999994,6.899999991,1/15/2007
LC,MB,1/5/2007,D,3.799999997,13.67999998,28.71999997,8.619999975,1/15/2007
LC,MB,1/5/2007,E,3,13.20999998,25.94999999,9.189999998,1/15/2007
LC,MB,1/5/2007,F,1.199999999,14.00999999,19.09999996,12.08999997,1/15/2007
LC,LB,4/5/2007,A,1.5,20.44,4.27,7.88,4/15/2007
LC,LB,4/3/2007,B,2,22.87,1.84,7.09,4/15/2007
LC,MB,4/3/2007,C,3,23.38,17.35,4.67,4/15/2007
LC,MB,4/3/2007,D,4.2,22.84,23.52,1.99,4/15/2007
LC,MB,4/5/2007,E,3.4,22.19,18.27,6.76,4/15/2007
LC,MB,4/2/2007,F,1.5,23.52,18.1,5.47,4/15/2007
LC,,4/2/2007,FD,1,21.89,0.07,7.53,4/15/2007
LC,LB,7/26/2007,A,1.5,27.36,0.17,6.39,7/15/2007
LC,LB,7/24/2007,B,1.9,28.3,0.56,7.69,7/15/2007
LC,MB,7/24/2007,C,3,28.13,7.26,3.61,7/15/2007
LC,MB,7/24/2007,D,4,27.96,31.86,4.4,7/15/2007
LC,MB,7/23/2007,E,3.2,27.3,24.78,1.36,7/15/2007
LC,MB,7/23/2007,F,1.5,27.4,16.55,1.25,7/15/2007
LC,,7/26/2007,FD,0.9,27.27,0.13,6.05,7/15/2007
LC,LB,10/2/2007,A,1.6,27.85,10.09,6.9,10/15/2007
LC,LB,10/2/2007,B,2.2,28.25,15.18,6.6,10/15/2007
LC,MB,10/2/2007,C,3.3,28.04,19.41,7.02,10/15/2007
LC,MB,10/2/2007,D,4.3,28.61,25.87,6.45,10/15/2007
LC,MB,10/1/2007,E,3.7,27.99,20.85,7.35,10/15/2007
LC,MB,10/1/2007,F,1.5,27.92,19.12,8.12,10/15/2007
LC,,10/2/2007,FD,0.9,28.23,8.07,6.82,10/15/2007
LC,LB,1/8/2008,A,1.2,17.07,24.3,8.51,1/15/2008
LC,LB,1/8/2008,B,1.7,16.57,24.32,8.38,1/15/2008
LC,MB,1/8/2008,C,2.7,15.296,28.75,8.64,1/15/2008
LC,MB,1/8/2008,D,3.9,15.22,30.46,8.54,1/15/2008
LC,MB,1/7/2008,E,3.1,14.5,28.09,9.81,1/15/2008
LC,MB,1/7/2008,F,1.1,17.65,22.48,8.83,1/15/2008
LC,,1/7/2008,FD,0.5,18.26,23.43,8.2,1/15/2008
LC,LB,4/2/2008,A,1.2,23.92,14.02,7.03,4/15/2008
LC,LB,4/2/2008,B,1.7,23.82,16.46,6.14,4/15/2008
LC,MB,4/2/2008,C,2.7,23.62,24.44,6.55,4/15/2008
LC,MB,4/2/2008,D,3.9,22.72,28.1,6.79,4/15/2008
LC,MB,4/1/2008,E,3.3,22.69,26.29,7.03,4/15/2008
LC,MB,4/1/2008,F,1.4,23.93,24.9,8.1,4/15/2008
LC,,4/2/2008,FD,0.5,24.22,12.92,7.13,4/15/2008
LC,,7/7/2008,15,0.9,29.12,26.33,7.09,7/15/2008
LC,,7/7/2008,8,2.6,28.69,28.98,6.5,7/15/2008
LC,LB,7/8/2008,A,1.5,26.66,26.06,6.97,7/15/2008
LC,LB,7/8/2008,B,2,28.33,28.28,6.68,7/15/2008
LC,MB,7/8/2008,C,3,28.28,29.15,5.86,7/15/2008
LC,MB,7/8/2008,D,4.2,28.35,32.57,6.13,7/15/2008
LC,MB,7/7/2008,E,3.5,28.25,28.94,6.24,7/15/2008
LC,MB,7/7/2008,F,1.5,28.89,28.76,6.68,7/15/2008
LC,,7/8/2008,FD,1,29.04,25.74,6.99,7/15/2008
LC,,10/6/2008,15,0.9,26.65,31.39,8.06,10/15/2008
LC,,10/6/2008,8,2.7,25.33,32.3,6.74,10/15/2008
LC,LB,10/7/2008,A,1.5,26.06,30.29,6.38,10/15/2008
LC,LB,10/7/2008,B,2.1,26.14,32.1,6.14,10/15/2008
LC,MB,10/7/2008,C,3.2,25.8,32.04,5.35,10/15/2008
LC,MB,10/7/2008,D,4.3,26.02,31.26,6.27,10/15/2008
LC,MB,10/6/2008,E,3.6,25.46,32.51,6.5,10/15/2008
LC,MB,10/6/2008,F,1.5,25.44,32.1,7.03,10/15/2008
LC,,10/7/2008,FD,1,26.23,28.01,6.39,10/15/2008
LC,,1/6/2009,15,0.7,13.41,25.97,8.85,1/15/2009
LC,,1/6/2009,8,2.4,14.11,29.74,8.25,1/15/2009
LC,LB,1/7/2009,A,0.9,13.17,27.99,9.39,1/15/2009
LC,LB,1/7/2009,B,1.5,13.04,28.96,8.58,1/15/2009
LC,MB,1/7/2009,C,2.6,13.8,30.68,8.19,1/15/2009
LC,MB,1/7/2009,D,3.7,14.26,30.32,8.35,1/15/2009
LC,MB,1/6/2009,E,3.2,14.39,29.33,8.09,1/15/2009
LC,MB,1/6/2009,F,1.3,12.8,26.13,8.53,1/15/2009
LC,,1/7/2009,FD,0.5,14.31,26.14,9.8,1/15/2009
LC,,4/7/2009,15,0.4,15.37,27.73,8.35,4/15/2009
LC,,4/7/2009,8,2,16.78,30.93,7.68,4/15/2009
LC,LB,4/7/2009,A,0.7,17.84,31.25,10.22,4/15/2009
LC,LB,4/7/2009,B,1.3,17.21,32.28,8.19,4/15/2009
LC,MB,4/7/2009,C,2.4,17.02,31.57,7.65,4/15/2009
LC,MB,4/7/2009,D,3.6,17.08,30.6,7.56,4/15/2009
LC,MB,4/7/2009,E,2.9,17.44,30.71,7.59,4/15/2009
LC,MB,4/7/2009,F,0.9,13.94,26.84,8.07,4/15/2009
LC,,4/7/2009,FD,0.3,19.6,30.8,9.33,4/15/2009
LC,,7/6/2009,15,0.7,31.94,32.25,8.7,7/15/2009
LC,,7/6/2009,8,2.5,30.43,31.46,5.65,7/15/2009
LC,LB,7/7/2009,A,1.3,29.8,26.11,6.09,7/15/2009
LC,LB,7/7/2009,B,1.8,29.7,28.36,6.11,7/15/2009
LC,MB,7/7/2009,C,2.8,30.13,33.46,5.46,7/15/2009
LC,MB,7/7/2009,D,4,29.81,35.15,5.45,7/15/2009
LC,MB,7/6/2009,E,3.4,30.29,31.58,5.58,7/15/2009
LC,MB,7/6/2009,F,1.4,30.81,32.11,6.32,7/15/2009
LC,,7/7/2009,FD,0.9,29.86,25.79,6.29,7/15/2009
LC,,10/12/2009,15,0.8,23.59,24.05,7.46,10/15/2009
LC,,10/12/2009,8,2.6,23.95,34.04,5.94,10/15/2009
LC,LB,10/13/2009,A,1.5,23.28,25.63,2.55,10/15/2009
LC,LB,10/13/2009,B,2.1,22.71,32.12,5.7,10/15/2009
LC,MB,10/13/2009,C,3.2,23.41,36.48,6.61,10/15/2009
LC,MB,10/13/2009,D,4.2,23.69,36.07,5.98,10/15/2009
LC,MB,10/12/2009,E,3.5,23.41,34.09,5.64,10/15/2009
LC,MB,10/12/2009,F,1.5,22.95,25.71,6.43,10/15/2009
LC,,10/13/2009,FD,1,22.85,15.65,7.16,10/15/2009
LC,,1/20/2010,15,0.7,15.78,9.25,9.05,1/15/2010
LC,,1/20/2010,8,2.5,12.11,22.18,10.42,1/15/2010
LC,LB,1/21/2010,A,1.3,14.78,1.58,9.05,1/15/2010
LC,LB,1/21/2010,B,1.8,13.23,9.93,6.23,1/15/2010
LC,MB,1/21/2010,C,2.8,12.02,24.1,8.49,1/15/2010
LC,MB,1/21/2010,D,4,11.95,27.19,8.46,1/15/2010
LC,MB,1/20/2010,E,3.2,12.53,22.98,9.95,1/15/2010
LC,MB,1/20/2010,F,1.4,14.56,18.31,10.63,1/15/2010
LC,,1/21/2010,FD,0.9,16.37,1.27,8.84,1/15/2010
LC,,4/6/2010,15,1,23.45,21.5,7.66,4/15/2010
LC,,4/6/2010,8,2.5,22.32,28.87,7.25,4/15/2010
LC,LB,4/6/2010,A,1.5,23.82,16.9,7.5,4/15/2010
LC,LB,4/6/2010,B,2,23.43,22.43,7.49,4/15/2010
LC,MB,4/6/2010,C,0.1,22.78,22.3,7.2,4/15/2010
LC,MB,4/6/2010,D,4,21.72,31.17,6.6,4/15/2010
LC,MB,4/6/2010,E,3.3,22.15,28.12,6.95,4/15/2010
LC,MB,4/6/2010,F,1.5,22.96,24.46,7.56,4/15/2010
LC,,4/6/2010,FD,1.1,24.2,16.77,7.43,4/15/2010
LC,,7/12/2010,15,1,31.18,10.16,8.39,7/15/2010
LC,,7/12/2010,8,2.8,30.06,20.43,6.61,7/15/2010
LC,LB,7/13/2010,A,1.6,29.68,0.65,6.95,7/15/2010
LC,LB,7/13/2010,B,2.1,29.48,3.56,6.81,7/15/2010
LC,MB,7/13/2010,C,3,29.15,12,6.67,7/15/2010
LC,MB,7/13/2010,D,4.2,29.37,19.05,6.34,7/15/2010
LC,MB,7/12/2010,E,3.6,29.84,20.57,6.43,7/15/2010
LC,MB,7/12/2010,F,1.7,29.93,17.98,6.1,7/15/2010
LC,,7/13/2010,FD,1.2,29.99,1.11,7.16,7/15/2010
LC,,10/19/2010,15,0.8,25.63,21.57,8.72,10/15/2010
LC,,10/19/2010,8,2.5,24.77,28.8,3.3,10/15/2010
LC,LB,10/20/2010,A,1.2,24.66,17.64,7.08,10/15/2010
LC,LB,10/20/2010,B,1.8,24.95,20.07,6.41,10/15/2010
LC,MB,10/20/2010,C,2.9,24.76,24.09,6.83,10/15/2010
LC,MB,10/19/2010,D,4,25.55,33.37,6.35,10/15/2010
LC,MB,10/19/2010,E,3.3,24.97,29.95,4.92,10/15/2010
LC,MB,10/19/2010,F,1.4,24.34,22.23,8,10/15/2010
LC,,10/20/2010,FD,0.8,25.21,14.99,7.54,10/15/2010
LC,,1/4/2011,15,0.5,15.01,19.4,13.23,1/15/2011
LC,,1/4/2011,8,2.2,13.55,25.45,8.77,1/15/2011
LC,LB,1/5/2011,A,1,15.01,24.02,9.02,1/15/2011
LC,LB,1/5/2011,B,1.5,14.29,25.22,9.16,1/15/2011
LC,MB,1/5/2011,C,2.6,14.05,26.71,8.65,1/15/2011
LC,MB,1/5/2011,D,3.8,14.08,27.76,8.51,1/15/2011
LC,MB,1/4/2011,E,3,13.43,24.42,9.11,1/15/2011
LC,MB,1/4/2011,F,1,14.08,21.48,10.34,1/15/2011
LC,,1/5/2011,FD,0.5,15.22,21.7,10.89,1/15/2011
LC,,4/5/2011,15,0.6,20.06,31.58,8.13,4/15/2011
LC,,4/5/2011,8,2.4,21.03,32.95,7.3,4/15/2011
LC,LB,4/5/2011,A,1.2,21.44,29.44,8.3,4/15/2011
LC,LB,4/5/2011,B,1.7,21.84,29.97,8.07,4/15/2011
LC,MB,4/5/2011,C,2.6,20.72,31.76,7.25,4/15/2011
LC,MB,4/5/2011,D,4,20.85,33.29,7.38,4/15/2011
LC,MB,4/5/2011,E,3.2,21.24,31.94,7.39,4/15/2011
LC,MB,4/5/2011,F,1.3,18.94,32.35,7.91,4/15/2011
LC,,4/5/2011,FD,0.7,22.1,27.83,8.61,4/15/2011
LC,,7/12/2011,15,0.8,31.27,32.44,6.45,7/15/2011
LC,,7/12/2011,8,2.7,30.68,33.26,6.01,7/15/2011
LC,LB,7/12/2011,A,1.3,31.79,33.64,6.42,7/15/2011
LC,LB,7/12/2011,B,1.9,31.4,33.49,7.08,7/15/2011
LC,MB,7/12/2011,C,2.9,30.57,33.51,5.9,7/15/2011
LC,MB,7/12/2011,D,4.4,30.21,34.83,5.99,7/15/2011
LC,MB,7/12/2011,E,3.4,30.47,32.99,5.95,7/15/2011
LC,MB,7/12/2011,F,1.5,30.79,33.89,6.26,7/15/2011
LC,,7/12/2011,FD,0.8,31.84,33.5,6.93,7/15/2011
LC,,10/4/2011,15,0.6,23.34,38.72,7.51,10/15/2011
LC,,10/4/2011,8,2.5,24.74,39.16,7.4,10/15/2011
LC,LB,10/4/2011,A,1.1,24.88,40.21,7.57,10/15/2011
LC,LB,10/4/2011,B,1.7,24.6,40.35,6.98,10/15/2011
LC,MB,10/4/2011,C,2.7,24.55,39.07,6.26,10/15/2011
LC,MB,10/4/2011,D,3.7,25.3,38.25,6.66,10/15/2011
LC,MB,10/4/2011,E,3.2,24.82,38.61,6.49,10/15/2011
LC,MB,10/4/2011,F,1.3,23.55,38.85,6.9,10/15/2011
LC,,10/4/2011,FD,1,26.5,40.88,7.6,10/15/2011
LC,,1/5/2012,15,0.5,14.59,30,15.62,1/15/2012
LC,,1/5/2012,8,1.8,12.92,32,10.1,1/15/2012
LC,LB,1/5/2012,A,0.9,15.47,36,8.87,1/15/2012
LC,LB,1/5/2012,B,1.4,14.43,35,9.28,1/15/2012
LC,MB,1/5/2012,C,2.2,13.38,34,8.87,1/15/2012
LC,MB,1/5/2012,D,3.5,13.15,32,9.42,1/15/2012
LC,MB,1/5/2012,E,2.9,13.3,32,9.82,1/15/2012
LC,MB,1/5/2012,F,1,13.84,30,13.76,1/15/2012
LC,,1/5/2012,FD,0.6,16.31,36,9.92,1/15/2012
LC,,4/11/2012,15,1.1,27,19.64,9.75,4/15/2012
LC,,4/11/2012,8,2.1,25.93,25.05,8.46,4/15/2012
LC,LB,4/12/2012,A,1.3,24.93,21.81,7.67,4/15/2012
LC,LB,4/12/2012,B,1.6,24.95,24.22,7.38,4/15/2012
LC,MB,4/11/2012,C,2.8,25.62,24.38,6.84,4/15/2012
LC,MB,4/11/2012,D,4.1,24.9,25.65,6.47,4/15/2012
LC,MB,4/11/2012,E,3,25.72,25.19,7.75,4/15/2012
LC,MB,4/11/2012,F,1.8,26.44,22.8,9.15,4/15/2012
LC,,4/12/2012,FD,0.9,25.58,22.15,7.21,4/15/2012
LC,,7/11/2012,15,0.7,26.57,28.29,6.6,7/15/2012
LC,,7/11/2012,8,2,27.35,28.59,6.09,7/15/2012
LC,LB,7/11/2012,A,1,26.44,23.04,6.82,7/15/2012
LC,LB,7/11/2012,B,1.6,26.94,22.79,6.31,7/15/2012
LC,MB,7/11/2012,C,2.3,27.95,28.95,5.96,7/15/2012
LC,MB,7/11/2012,D,3.6,27.43,30.43,5.92,7/15/2012
LC,MB,7/11/2012,E,3,27.75,29.88,6.14,7/15/2012
LC,MB,7/11/2012,F,1.3,26.84,28.88,6.37,7/15/2012
LC,,7/11/2012,FD,0.8,27.09,19.9,6.13,7/15/2012
LC,,10/3/2012,15,0.6,24.06,26.87,9.46,10/15/2012
LC,,10/3/2012,8,2.4,23.78,29.78,7.68,10/15/2012
LC,LB,10/3/2012,A,1.1,26.13,21.29,8.85,10/15/2012
LC,LB,10/3/2012,B,1.6,25.46,27.65,7,10/15/2012
LC,MB,10/3/2012,C,2.7,24.99,31.05,6.74,10/15/2012
LC,MB,10/3/2012,D,3.9,26.16,35.27,5.89,10/15/2012
LC,MB,10/3/2012,E,3.2,24.23,29.18,5.75,10/15/2012
LC,MB,10/3/2012,F,1.2,23.55,26.31,7.86,10/15/2012
LC,,10/3/2012,FD,0.7,26.62,18.83,9.39,10/15/2012
LC,,1/10/2013,15,0.6,14.98,24.76,11.11,1/15/2013
LC,,1/10/2013,8,2.3,12.79,30.04,8.89,1/15/2013
LC,LB,1/10/2013,A,1,15.15,26.7,10.01,1/15/2013
LC,LB,1/10/2013,B,1.6,13.86,28.08,10.06,1/15/2013
LC,MB,1/10/2013,C,2.7,12.14,30.77,8.92,1/15/2013
LC,MB,1/10/2013,D,3.9,11.83,31.23,8.9,1/15/2013
LC,MB,1/10/2013,E,3.2,12.13,30.59,8.91,1/15/2013
LC,MB,1/10/2013,F,1.2,14.14,28.99,9.39,1/15/2013
LC,,1/10/2013,FD,0.7,15.26,26.42,11.56,1/15/2013
LC,,4/16/2013,15,0.9,24.28,29.95,7.01,4/15/2013
LC,,4/16/2013,8,2.6,22.36,30.9,7.25,4/15/2013
LC,LB,4/16/2013,A,1.5,23.94,29.83,7.65,4/15/2013
LC,LB,4/16/2013,B,2.1,23.76,30.14,7.24,4/15/2013
LC,MB,4/16/2013,C,2.9,22.42,31.09,6.96,4/15/2013
LC,MB,4/16/2013,D,4.1,21.86,31.03,6.92,4/15/2013
LC,MB,4/16/2013,E,3.4,22.38,31.35,7.14,4/15/2013
LC,MB,4/16/2013,F,1.6,23.38,30.65,7.32,4/15/2013
LC,,4/16/2013,FD,1.1,24.05,29.7,7.36,4/15/2013
