DATE,Chl
07/09/2013,5.11
07/09/2013,5.6
10/02/2013,6.98
10/02/2013,5.53
01/09/2014,1.68
01/09/2014,2.72
04/08/2014,7.3
04/08/2014,7.58
07/08/2014,4.06
07/08/2014,8.22
10/09/2014,4.38
10/09/2014,4.5
01/20/2015,4.49
01/20/2015,3.78
04/21/2015,13.95
04/21/2015,6.43
07/08/2015,13.12
07/08/2015,9.36
10/07/2015,2.61
10/07/2015,8.15
01/07/2016,3.64
01/07/2016,7.78
04/05/2016,5.26
04/05/2016,5.61
07/13/2016,8.28
07/13/2016,8.97
