Date,DON Load SAR,NO3 Load SAR,NH4 Load SAR,DON Load GR,NO3 Load GR,NH4 Load GR,ddon,ddin,dtn,TEMP
01/19/2004,409,10327,88,6810,4489,290,0.07219,0.15194,0.22413,12.81499998
01/20/2004,656,13047,129,5145,3520,220,0.05801,0.16916,0.22717,12.78999998
01/21/2004,451,10896,95,3955,2730,172,0.04406,0.13893,0.18299,12.76499998
01/22/2004,344,9332,77,3297,2256,145,0.03641,0.1181,0.15451,12.73999998
01/23/2004,313,8802,71,3112,2118,138,0.03425,0.11129,0.14554,12.78730767
01/24/2004,312,8778,71,3422,2348,150,0.03734,0.11347,0.15081,12.83461537
01/25/2004,331,9113,75,4336,2993,187,0.04667,0.12368,0.17035,12.88192306
01/26/2004,351,9445,78,8079,5136,345,0.0843,0.15004,0.23434,12.92923075
01/27/2004,401,10216,87,8567,5367,366,0.08968,0.16036,0.25004,12.97653845
01/28/2004,451,10896,95,6540,4341,279,0.06991,0.15611,0.22602,13.02384614
01/29/2004,422,10505,90,4561,3143,196,0.04983,0.13934,0.18917,13.07115383
01/30/2004,391,10072,85,3860,2663,168,0.04251,0.12988,0.17239,13.11846152
01/31/2004,365,9667,80,3546,2439,155,0.03911,0.12341,0.16252,13.16576922
02/01/2004,358,9557,79,3609,2484,158,0.03967,0.12278,0.16245,13.21307691
02/02/2004,367,9700,81,3515,2416,154,0.03882,0.12351,0.16233,13.2603846
02/03/2004,360,9590,79,3328,2279,146,0.03688,0.12094,0.15782,13.3076923
02/04/2004,354,9490,78,3297,2256,145,0.03651,0.11969,0.1562,13.35499999
02/05/2004,362,9623,80,3390,2325,149,0.03752,0.12177,0.15929,13.40230768
02/06/2004,352,9456,78,3390,2325,149,0.03742,0.12008,0.1575,13.44961538
02/07/2004,346,9366,77,3297,2256,145,0.03643,0.11844,0.15487,13.49692307
02/08/2004,363,9634,80,3236,2210,143,0.03599,0.12067,0.15666,13.54423076
02/09/2004,360,9590,79,3205,2187,141,0.03565,0.11997,0.15562,13.59153846
02/10/2004,347,9378,77,3328,2279,146,0.03675,0.1188,0.15555,13.63884615
02/11/2004,352,9456,78,4018,2774,174,0.0437,0.12482,0.16852,13.68615384
02/12/2004,359,9568,79,6742,4452,287,0.07101,0.14386,0.21487,13.73346153
02/13/2004,380,9904,83,6439,4285,274,0.06819,0.14546,0.21365,13.78076923
02/14/2004,405,10276,87,6003,4038,256,0.06408,0.14657,0.21065,13.82807692
02/15/2004,437,10708,93,5605,3802,239,0.06042,0.14842,0.20884,13.87538461
02/16/2004,401,10205,86,4593,3164,198,0.04994,0.13653,0.18647,13.92269231
02/17/2004,393,10092,85,4273,2949,184,0.04666,0.1331,0.17976,13.97
02/18/2004,396,10144,86,4018,2774,174,0.04414,0.13178,0.17592,14.13666667
02/19/2004,375,9829,82,3828,2641,166,0.04203,0.12718,0.16921,14.30333333
02/20/2004,364,9656,80,3484,2393,153,0.03848,0.12282,0.1613,14.47
02/21/2004,353,9479,78,3328,2279,146,0.03681,0.11982,0.15663,14.63666666
02/22/2004,344,9332,77,3266,2233,144,0.0361,0.11786,0.15396,14.80333333
02/23/2004,341,9275,76,3328,2279,146,0.03669,0.11776,0.15445,14.96999999
02/24/2004,350,9423,78,3609,2484,158,0.03959,0.12143,0.16102,15.13666666
02/25/2004,386,9988,84,3955,2730,172,0.04341,0.12974,0.17315,15.30333332
02/26/2004,512,11625,105,4273,2949,184,0.04785,0.14863,0.19648,15.46999999
02/27/2004,782,14006,150,4852,3333,208,0.05634,0.17697,0.23331,15.63666665
02/28/2004,629,12812,125,4304,2971,186,0.04933,0.16094,0.21027,15.80333332
02/29/2004,469,11124,98,3766,2596,164,0.04235,0.13982,0.18217,15.96999998
03/01/2004,418,10446,89,3671,2529,160,0.04089,0.13224,0.17313,16.13666665
03/02/2004,399,10185,86,3703,2552,161,0.04102,0.12984,0.17086,16.30333331
03/03/2004,426,10564,91,3923,2708,170,0.04349,0.13533,0.17882,16.46999998
03/04/2004,425,10544,91,3986,2752,173,0.04411,0.1356,0.17971,16.63666664
03/05/2004,398,10165,86,3640,2507,159,0.04038,0.12917,0.16955,16.80333331
03/06/2004,384,9957,84,3577,2461,156,0.03961,0.12658,0.16619,16.96999997
03/07/2004,451,10896,95,3515,2416,154,0.03966,0.13561,0.17527,17.13666664
03/08/2004,606,12596,121,3484,2393,153,0.0409,0.15263,0.19353,17.3033333
03/09/2004,471,11151,98,3609,2484,158,0.0408,0.13891,0.17971,17.46999997
03/10/2004,408,10307,88,3484,2393,153,0.03892,0.12941,0.16833,17.64571426
03/11/2004,384,9967,84,3422,2348,150,0.03806,0.12549,0.16355,17.82142854
03/12/2004,370,9754,81,3640,2507,159,0.0401,0.12501,0.16511,17.99714283
03/13/2004,370,9754,81,3766,2596,164,0.04136,0.12595,0.16731,18.17285712
03/14/2004,664,13113,130,5112,3499,219,0.05776,0.16961,0.22737,18.3485714
03/15/2004,639,12894,126,10881,6341,470,0.1152,0.19831,0.31351,18.52428569
03/16/2004,1216,16158,220,6641,4397,283,0.07857,0.21058,0.28915,18.69999997
03/17/2004,766,13895,147,5145,3520,220,0.05911,0.17782,0.23693,18.87571426
03/18/2004,895,14711,168,4658,3207,200,0.05553,0.18286,0.23839,19.05142855
03/19/2004,623,12757,124,4177,2884,181,0.048,0.15946,0.20746,19.22714283
03/20/2004,471,11142,98,4241,2928,183,0.04712,0.14351,0.19063,19.40285712
03/21/2004,408,10317,88,4145,2862,179,0.04553,0.13446,0.17999,19.57857141
03/22/2004,368,9722,81,4465,3079,192,0.04833,0.13074,0.17907,19.75428569
03/23/2004,302,8593,69,4658,3207,200,0.0496,0.12069,0.17029,19.92999998
03/24/2004,282,8212,66,4465,3079,192,0.04747,0.11549,0.16296,20.10571427
03/25/2004,279,8159,65,4368,3014,188,0.04647,0.11426,0.16073,20.28142855
03/26/2004,281,8199,66,4050,2796,175,0.04331,0.11236,0.15567,20.45714284
03/27/2004,288,8328,67,3860,2663,168,0.04148,0.11226,0.15374,20.63285713
03/28/2004,284,8250,66,3577,2461,156,0.03861,0.10933,0.14794,20.80857141
03/29/2004,270,7974,64,3359,2302,148,0.03629,0.10488,0.14117,20.9842857
03/30/2004,263,7840,63,4018,2774,174,0.04281,0.10851,0.15132,21.15999999
03/31/2004,263,7840,63,4177,2884,181,0.0444,0.10968,0.15408,21.33571427
04/01/2004,320,8911,73,3892,2686,169,0.04212,0.11839,0.16051,21.51142856
04/02/2004,420,10476,90,3609,2484,158,0.04029,0.13208,0.17237,21.68714284
04/03/2004,566,12214,114,3766,2596,164,0.04332,0.15088,0.1942,21.86285713
04/04/2004,870,14569,164,3986,2752,173,0.04856,0.17658,0.22514,22.03857142
04/05/2004,1893,17741,329,4433,3057,191,0.06326,0.21318,0.27644,22.2142857
04/06/2004,3555,18673,600,5374,3662,230,0.08929,0.23165,0.32094,22.38999999
04/07/2004,5873,18209,986,7082,4634,302,0.12955,0.24131,0.37086,22.88999999
04/08/2004,5787,18238,972,8253,5220,353,0.1404,0.24783,0.38823,23.34999996
04/09/2004,2711,18477,462,5374,3662,230,0.08085,0.22831,0.30916,23.65999997
04/10/2004,1251,16279,226,4433,3057,191,0.05684,0.19753,0.25437,23.57999997
04/11/2004,1375,16664,246,8427,5302,360,0.09802,0.22572,0.32374,23.49999997
04/12/2004,3304,18651,559,20936,9069,961,0.2424,0.2924,0.5348,23.41999997
04/13/2004,3261,18645,552,26782,9999,1272,0.30043,0.30468,0.60511,23.33999997
04/14/2004,1846,17669,322,27492,10092,1311,0.29338,0.29394,0.58732,23.25999997
04/15/2004,1277,16366,230,23973,9593,1121,0.2525,0.2731,0.5256,23.17999997
04/16/2004,1044,15471,192,21780,9224,1005,0.22824,0.25892,0.48716,23.09999997
04/17/2004,1019,15354,188,20976,9076,963,0.21995,0.25581,0.47576,23.01999997
04/18/2004,994,15234,184,20576,9000,943,0.2157,0.25361,0.46931,22.93999997
04/19/2004,961,15067,179,16803,8171,752,0.17764,0.24169,0.41933,22.85999997
04/20/2004,928,14893,173,9839,5925,423,0.10767,0.21414,0.32181,22.77999997
04/21/2004,911,14803,171,9129,5621,391,0.1004,0.20986,0.31026,22.8738235
04/22/2004,870,14569,164,9342,5714,401,0.10212,0.20848,0.3106,22.96764703
04/23/2004,798,14113,152,6237,4172,266,0.07035,0.18703,0.25738,23.06147056
04/24/2004,814,14219,155,5210,3561,223,0.06024,0.18158,0.24182,23.15529409
04/25/2004,2659,18451,453,6338,4229,270,0.08997,0.23403,0.324,23.24911762
04/26/2004,3229,18640,546,8358,5269,357,0.11587,0.24812,0.36399,23.34294115
04/27/2004,3755,18674,633,9732,5880,418,0.13487,0.25605,0.39092,23.43676468
04/28/2004,2930,18566,498,7837,5018,334,0.10767,0.24416,0.35183,23.53058821
04/29/2004,2038,17935,353,6675,4416,284,0.08713,0.22988,0.31701,23.62441173
04/30/2004,2334,18235,401,6371,4248,272,0.08705,0.23156,0.31861,23.71823526
05/01/2004,1960,17835,340,8742,5447,374,0.10702,0.23996,0.34698,23.81205879
05/02/2004,2536,18381,433,14019,7408,617,0.16555,0.26839,0.43394,23.90588232
05/03/2004,3089,18611,523,15726,7893,699,0.18815,0.27726,0.46541,23.99970585
05/04/2004,3250,18643,550,17540,8349,789,0.2079,0.28331,0.49121,24.09352938
05/05/2004,2304,18209,396,17579,8358,791,0.19883,0.27754,0.47637,24.18735291
05/06/2004,1538,17082,272,16302,8044,728,0.1784,0.26126,0.43966,24.28117644
05/07/2004,1260,16308,227,15650,7872,696,0.1691,0.25103,0.42013,24.37499997
05/08/2004,1155,15934,210,15573,7852,692,0.16728,0.24688,0.41416,24.4688235
05/09/2004,1104,15728,202,15995,7964,712,0.17099,0.24606,0.41705,24.56264703
05/10/2004,1465,16906,260,13121,7128,574,0.14586,0.24868,0.39454,24.65647056
05/11/2004,1723,17462,302,8707,5431,373,0.1043,0.23568,0.33998,24.75029409
05/12/2004,1357,16612,243,9590,5820,412,0.10947,0.23087,0.34034,24.84411762
05/13/2004,1147,15901,209,7802,5001,333,0.08949,0.21444,0.30393,24.93794115
05/14/2004,2951,18573,501,30363,10429,1471,0.33314,0.30974,0.64288,25.03176468
05/15/2004,9715,16773,1648,25371,9804,1196,0.35086,0.29421,0.64507,25.12558821
05/16/2004,13130,15543,2256,20098,8905,918,0.33228,0.27622,0.6085,25.21941173
05/17/2004,4716,18541,792,22264,9310,1030,0.2698,0.29673,0.56653,25.31323526
05/18/2004,1574,17165,278,18321,8529,828,0.19895,0.268,0.46695,25.40705879
05/19/2004,1251,16279,226,9839,5925,423,0.1109,0.22853,0.33943,25.50088232
05/20/2004,1095,15693,201,6641,4397,283,0.07736,0.20574,0.2831,25.59470585
05/21/2004,994,15234,184,5473,3722,234,0.06467,0.19374,0.25841,25.68852938
05/22/2004,928,14893,173,5178,3540,222,0.06106,0.18828,0.24934,25.78235291
05/23/2004,870,14569,164,4917,3375,211,0.05787,0.18319,0.24106,25.87617644
05/24/2004,790,14060,151,4722,3249,203,0.05512,0.17663,0.23175,25.96999997
05/25/2004,742,13725,143,4820,3312,207,0.05562,0.17387,0.22949,26.0710714
05/26/2004,718,13549,139,4917,3375,211,0.05635,0.17274,0.22909,26.17214283
05/27/2004,679,13241,133,5243,3581,224,0.05922,0.17179,0.23101,26.27321425
05/28/2004,628,12799,124,5638,3822,241,0.06266,0.16986,0.23252,26.37428568
05/29/2004,575,12297,116,5837,3940,249,0.06412,0.16602,0.23014,26.47535711
05/30/2004,521,11733,107,6070,4076,259,0.06591,0.16175,0.22766,26.57642854
05/31/2004,480,11257,100,5937,3999,253,0.06417,0.15609,0.22026,26.67749997
06/01/2004,450,10887,95,4787,3291,205,0.05237,0.14478,0.19715,26.77857139
06/02/2004,423,10525,90,4368,3014,188,0.04791,0.13817,0.18608,26.87964282
06/03/2004,405,10276,87,4465,3079,192,0.0487,0.13634,0.18504,26.98071425
06/04/2004,402,10226,87,4787,3291,205,0.05189,0.13809,0.18998,27.08178568
06/05/2004,376,9840,82,7768,4984,331,0.08144,0.15237,0.23381,27.1828571
06/06/2004,367,9700,81,11099,6423,480,0.11466,0.16684,0.2815,27.28392853
06/07/2004,361,9601,80,11281,6491,489,0.11642,0.16661,0.28303,27.38499996
06/08/2004,335,9182,75,11865,6703,516,0.122,0.16476,0.28676,27.48607139
06/09/2004,331,9113,75,7768,4984,331,0.08099,0.14503,0.22602,27.58714282
06/10/2004,346,9355,77,9590,5820,412,0.09936,0.15664,0.256,27.68821424
06/11/2004,2048,17946,354,22426,9338,1039,0.24474,0.28677,0.53151,27.78928567
06/12/2004,8136,17378,1373,36858,11014,1845,0.44994,0.3161,0.76604,27.8903571
06/13/2004,13130,15543,2256,48083,11631,2529,0.61213,0.31959,0.93172,27.99142853
06/14/2004,14945,14950,2586,58410,11922,3196,0.73355,0.32654,1.06009,28.09249996
06/15/2004,5824,18226,978,59366,11940,3260,0.6519,0.34404,0.99594,28.19357138
06/16/2004,2485,18348,425,26990,10027,1284,0.29475,0.30084,0.59559,28.29464281
06/17/2004,2067,17970,357,19741,8833,900,0.21808,0.2806,0.49868,28.39571424
06/18/2004,1798,17593,314,22669,9380,1052,0.24467,0.28339,0.52806,28.49678567
06/19/2004,1695,17410,297,23891,9580,1116,0.25586,0.28403,0.53989,28.59785709
06/20/2004,1556,17124,275,24465,9669,1147,0.26021,0.28215,0.54236,28.69892852
06/21/2004,1251,16279,226,24177,9625,1132,0.25428,0.27262,0.5269,28.79999995
06/22/2004,1130,15833,206,23523,9521,1097,0.24653,0.26657,0.5131,28.70199995
06/23/2004,1447,16859,257,23360,9495,1088,0.24807,0.27699,0.52506,28.60399996
06/24/2004,1836,17654,320,24095,9612,1127,0.25931,0.28713,0.54644,28.50599996
06/25/2004,1999,17886,346,23646,9541,1103,0.25645,0.28876,0.54521,28.40799997
06/26/2004,3121,18618,529,29895,10377,1445,0.33016,0.30969,0.63985,28.30999997
06/27/2004,6410,18024,1077,34364,10814,1699,0.40774,0.31614,0.72388,28.21199997
06/28/2004,3369,18659,569,26907,10016,1279,0.30276,0.30523,0.60799,28.11399998
06/29/2004,2126,18036,367,21901,9246,1012,0.24027,0.28661,0.52688,28.01599998
06/30/2004,2028,17923,351,24136,9619,1130,0.26164,0.29023,0.55187,27.91799999
07/01/2004,2888,18551,491,30405,10433,1473,0.33293,0.30948,0.64241,27.81999999
07/02/2004,6360,18042,1068,42157,11355,2162,0.48517,0.32627,0.81144,28.11599998
07/03/2004,9534,16842,1617,49469,11682,2617,0.59003,0.32758,0.91761,28.41199997
07/04/2004,10260,16568,1744,56506,11883,3071,0.66766,0.33266,1.00032,28.70799997
07/05/2004,6097,18134,1024,49469,11682,2617,0.55566,0.33457,0.89023,29.00399996
07/06/2004,3979,18661,670,22304,9317,1033,0.26283,0.29681,0.55964,29.29999995
07/07/2004,2951,18573,501,15726,7893,699,0.18677,0.27666,0.46343,29.75
07/08/2004,2384,18275,409,13270,7176,581,0.15654,0.26441,0.42095,29.57999998
07/09/2004,2077,17981,359,13382,7211,587,0.15459,0.26138,0.41597,29.62611109
07/10/2004,1865,17698,325,20497,8984,939,0.22362,0.27946,0.50308,29.6722222
07/11/2004,1704,17428,299,22831,9407,1060,0.24535,0.28194,0.52729,29.71833331
07/12/2004,1584,17185,279,22953,9428,1067,0.24537,0.27959,0.52496,29.76444442
07/13/2004,1565,17144,276,22872,9414,1062,0.24437,0.27896,0.52333,29.81055553
07/14/2004,1667,17356,293,22710,9387,1054,0.24377,0.2809,0.52467,29.85666664
07/15/2004,1492,16974,265,22022,9268,1018,0.23514,0.27525,0.51039,29.90277775
07/16/2004,1304,16451,234,15421,7810,684,0.16725,0.25179,0.41904,29.94888886
07/17/2004,1190,16064,216,18087,8476,816,0.19277,0.25572,0.44849,29.99499998
07/18/2004,1112,15764,203,20537,8992,941,0.21649,0.259,0.47549,30.04111109
07/19/2004,1036,15432,191,16148,8004,720,0.17184,0.24347,0.41531,30.0872222
07/20/2004,977,15152,181,9625,5835,413,0.10602,0.21581,0.32183,30.13333331
07/21/2004,919,14848,172,7941,5069,339,0.0886,0.20428,0.29288,30.17944442
07/22/2004,903,14757,169,7630,4915,326,0.08533,0.20167,0.287,30.22555553
07/23/2004,862,14521,163,9412,5744,404,0.10274,0.20832,0.31106,30.27166664
07/24/2004,806,14166,154,10376,6144,447,0.11182,0.20911,0.32093,30.31777775
07/25/2004,766,13895,147,9271,5683,398,0.10037,0.20123,0.3016,30.36388886
07/26/2004,830,14322,158,7492,4846,320,0.08322,0.19646,0.27968,30.40999997
07/27/2004,862,14521,163,6405,4266,273,0.07267,0.19223,0.2649,30.33371426
07/28/2004,774,13951,148,6472,4304,276,0.07246,0.18679,0.25925,30.25742854
07/29/2004,758,13839,146,7837,5018,334,0.08595,0.19337,0.27932,30.18114283
07/30/2004,726,13608,141,7596,4898,324,0.08322,0.18971,0.27293,30.10485711
07/31/2004,750,13782,144,7014,4598,299,0.07764,0.18823,0.26587,30.0285714
08/01/2004,695,13366,135,7014,4598,299,0.07709,0.18398,0.26107,29.95228568
08/02/2004,650,12994,128,6675,4416,284,0.07325,0.17822,0.25147,29.87599997
08/03/2004,608,12617,121,6003,4038,256,0.06611,0.17032,0.23643,29.79971425
08/04/2004,612,12652,122,5638,3822,241,0.0625,0.16837,0.23087,29.72342854
08/05/2004,610,12638,122,5407,3682,231,0.06017,0.16673,0.2269,29.64714282
08/06/2004,590,12444,118,5473,3722,234,0.06063,0.16518,0.22581,29.57085711
08/07/2004,570,12251,115,5407,3682,231,0.05977,0.16279,0.22256,29.49457139
08/08/2004,577,12319,116,5374,3662,230,0.05951,0.16327,0.22278,29.41828568
08/09/2004,695,13366,135,5638,3822,241,0.06333,0.17564,0.23897,29.34199996
08/10/2004,672,13177,132,5473,3722,234,0.06145,0.17265,0.2341,29.26571425
08/11/2004,602,12560,120,5704,3862,243,0.06306,0.16785,0.23091,29.18942853
08/12/2004,630,12819,125,5407,3682,231,0.06037,0.16857,0.22894,29.11314282
08/13/2004,593,12474,119,5178,3540,222,0.05771,0.16355,0.22126,29.0368571
08/14/2004,545,11990,111,5178,3540,222,0.05723,0.15863,0.21586,28.96057139
08/15/2004,520,11716,106,5276,3601,226,0.05796,0.15649,0.21445,28.88428567
08/16/2004,485,11319,101,4982,3416,213,0.05467,0.15049,0.20516,28.80799996
08/17/2004,460,11015,97,4917,3375,211,0.05377,0.14698,0.20075,28.73171424
08/18/2004,442,10774,93,4820,3312,207,0.05262,0.14386,0.19648,28.65542853
08/19/2004,420,10476,90,5145,3520,220,0.05565,0.14306,0.19871,28.57914281
08/20/2004,401,10216,87,5407,3682,231,0.05808,0.14216,0.20024,28.5028571
08/21/2004,386,9999,84,5473,3722,234,0.05859,0.14039,0.19898,28.42657138
08/22/2004,379,9893,83,5473,3722,234,0.05852,0.13932,0.19784,28.35028567
08/23/2004,368,9711,81,5047,3458,216,0.05415,0.13466,0.18881,28.27399995
08/24/2004,354,9501,79,4593,3164,198,0.04947,0.12942,0.17889,28.19771424
08/25/2004,343,9321,77,4755,3270,204,0.05098,0.12872,0.1797,28.12142852
08/26/2004,591,12459,118,5309,3622,227,0.059,0.16426,0.22326,28.04514281
08/27/2004,1295,16423,233,5276,3601,226,0.06571,0.20483,0.27054,27.96885709
08/28/2004,1393,16714,249,5309,3622,227,0.06702,0.20812,0.27514,27.89257138
08/29/2004,1104,15728,202,5671,3842,242,0.06775,0.20014,0.26789,27.81628566
08/30/2004,919,14848,172,6439,4285,274,0.07358,0.19579,0.26937,27.73999995
08/31/2004,822,14270,156,5903,3980,252,0.06725,0.18658,0.25383,27.64862064
09/01/2004,774,13951,148,5342,3642,228,0.06116,0.17969,0.24085,27.55724133
09/02/2004,711,13489,138,4593,3164,198,0.05304,0.16989,0.22293,27.46586202
09/03/2004,611,12645,122,4755,3270,204,0.05366,0.16241,0.21607,27.37448271
09/04/2004,549,12037,111,4917,3375,211,0.05466,0.15734,0.212,27.2831034
09/05/2004,525,11774,107,4497,3100,194,0.05022,0.15175,0.20197,27.19172409
09/06/2004,515,11667,106,4433,3057,191,0.04948,0.15021,0.19969,27.10034478
09/07/2004,506,11558,104,4593,3164,198,0.05099,0.15024,0.20123,27.00896547
09/08/2004,511,11617,105,4497,3100,194,0.05008,0.15016,0.20024,26.91758616
09/09/2004,565,12198,114,4626,3186,199,0.05191,0.15697,0.20888,26.82620685
09/10/2004,603,12574,120,4917,3375,211,0.0552,0.1628,0.218,26.73482754
09/11/2004,573,12282,115,4658,3207,200,0.05231,0.15804,0.21035,26.64344823
09/12/2004,531,11846,108,4529,3122,195,0.0506,0.15271,0.20331,26.55206892
09/13/2004,503,11533,104,4209,2906,182,0.04712,0.14725,0.19437,26.46068961
09/14/2004,504,11542,104,4336,2993,187,0.0484,0.14826,0.19666,26.36931031
09/15/2004,619,12716,123,4400,3036,190,0.05019,0.16065,0.21084,26.277931
09/16/2004,531,11846,108,4787,3291,205,0.05318,0.1545,0.20768,26.18655169
09/17/2004,490,11379,102,5374,3662,230,0.05864,0.15373,0.21237,26.09517238
09/18/2004,457,10970,96,5605,3802,239,0.06062,0.15107,0.21169,26.00379307
09/19/2004,420,10486,90,5539,3762,237,0.05959,0.14575,0.20534,25.91241376
09/20/2004,398,10165,86,5506,3742,235,0.05904,0.14228,0.20132,25.82103445
09/21/2004,382,9925,83,4884,3354,209,0.05266,0.13571,0.18837,25.72965514
09/22/2004,372,9786,82,4273,2949,184,0.04645,0.13001,0.17646,25.63827583
09/23/2004,366,9678,80,4273,2949,184,0.04639,0.12891,0.1753,25.54689652
09/24/2004,357,9535,79,4209,2906,182,0.04566,0.12702,0.17268,25.45551721
09/25/2004,628,12799,124,4145,2862,179,0.04773,0.15964,0.20737,25.3641379
09/26/2004,742,13725,143,4082,2818,177,0.04824,0.16863,0.21687,25.27275859
09/27/2004,487,11336,101,3734,2574,163,0.04221,0.14174,0.18395,25.18137928
09/28/2004,436,10698,92,3703,2552,161,0.04139,0.13503,0.17642,25.08999997
09/29/2004,428,10593,91,3640,2507,159,0.04068,0.1335,0.17418,25.9933333
09/30/2004,427,10583,91,3955,2730,172,0.04382,0.13576,0.17958,26.89666662
10/01/2004,422,10515,90,3766,2596,164,0.04188,0.13365,0.17553,27.79999995
10/02/2004,425,10554,91,3892,2686,169,0.04317,0.135,0.17817,27.73666662
10/03/2004,428,10593,91,4368,3014,188,0.04796,0.13886,0.18682,27.67333328
10/04/2004,490,11371,101,6573,4360,280,0.07063,0.16112,0.23175,27.60999995
10/05/2004,2106,18014,364,10592,6229,457,0.12698,0.25064,0.37762,26.88999999
10/06/2004,1492,16974,265,7561,4881,323,0.09053,0.22443,0.31496,26.64571427
10/07/2004,806,14166,154,6912,4544,295,0.07718,0.19159,0.26877,26.40142855
10/08/2004,622,12750,124,7048,4616,300,0.0767,0.1779,0.2546,26.15714283
10/09/2004,548,12021,111,7048,4616,300,0.07596,0.17048,0.24644,25.91285711
10/10/2004,523,11757,107,7596,4898,324,0.08119,0.17086,0.25205,25.66857139
10/11/2004,504,11542,104,7664,4933,327,0.08168,0.16906,0.25074,25.42428567
10/12/2004,490,11371,101,6204,4153,264,0.06694,0.15889,0.22583,25.17999995
10/13/2004,484,11310,101,5539,3762,237,0.06023,0.1541,0.21433,25.33555551
10/14/2004,506,11567,104,7184,4688,306,0.0769,0.16665,0.24355,25.49111107
10/15/2004,511,11617,105,9342,5714,401,0.09853,0.17837,0.2769,25.64666663
10/16/2004,695,13366,135,10845,6327,469,0.1154,0.20297,0.31837,25.80222219
10/17/2004,870,14569,164,11063,6410,479,0.11933,0.21622,0.33555,25.95777774
10/18/2004,592,12466,119,7321,4758,312,0.07913,0.17655,0.25568,26.1133333
10/19/2004,505,11550,104,5309,3622,227,0.05814,0.15503,0.21317,26.26888886
10/20/2004,476,11213,99,5309,3622,227,0.05785,0.15161,0.20946,26.42444442
10/21/2004,471,11142,98,5309,3622,227,0.0578,0.15089,0.20869,26.57999998
10/22/2004,432,10651,92,4690,3228,201,0.05122,0.14172,0.19294,26.44068963
10/23/2004,393,10103,85,4561,3143,196,0.04954,0.13527,0.18481,26.30137929
10/24/2004,385,9978,84,5080,3478,218,0.05465,0.13758,0.19223,26.16206894
10/25/2004,529,11822,108,21578,9188,995,0.22107,0.22113,0.4422,26.0227586
10/26/2004,1402,16739,250,33151,10707,1629,0.34553,0.29325,0.63878,25.88344825
10/27/2004,4716,18541,792,40362,11251,2053,0.45078,0.32637,0.77715,25.74413791
10/28/2004,5300,18389,890,39469,11195,2000,0.44769,0.32474,0.77243,25.60482756
10/29/2004,1676,17374,294,21297,9136,980,0.22973,0.27784,0.50757,25.46551722
10/30/2004,1078,15620,198,18557,8581,840,0.19635,0.25239,0.44874,25.32620687
10/31/2004,936,14937,175,16417,8073,733,0.17353,0.23918,0.41271,25.18689652
11/01/2004,870,14569,164,14132,7442,622,0.15002,0.22797,0.37799,25.04758618
11/02/2004,911,14803,171,16263,8034,726,0.17174,0.23734,0.40908,24.90827583
11/03/2004,2608,18424,445,24300,9644,1138,0.26908,0.29651,0.56559,24.76896549
11/04/2004,3822,18671,644,32159,10613,1572,0.35981,0.315,0.67481,24.62965514
11/05/2004,1760,17529,308,24055,9606,1125,0.25815,0.28568,0.54383,24.4903448
11/06/2004,1104,15728,202,18008,8458,812,0.19112,0.252,0.44312,24.35103445
11/07/2004,919,14848,172,15995,7964,712,0.16914,0.23696,0.4061,24.21172411
11/08/2004,830,14322,158,14358,7509,633,0.15188,0.22622,0.3781,24.07241376
11/09/2004,774,13951,148,10412,6158,449,0.11186,0.20706,0.31892,23.93310342
11/10/2004,734,13667,142,9839,5925,423,0.10573,0.20157,0.3073,23.79379307
11/11/2004,711,13489,138,9697,5865,417,0.10408,0.19909,0.30317,23.65448272
11/12/2004,679,13241,133,9412,5744,404,0.10091,0.19522,0.29613,23.51517238
11/13/2004,656,13047,129,9235,5667,396,0.09891,0.19239,0.2913,23.37586203
11/14/2004,643,12934,127,9024,5574,387,0.09667,0.19022,0.28689,23.23655169
11/15/2004,648,12974,128,8953,5542,383,0.09601,0.19027,0.28628,23.09724134
11/16/2004,726,13608,141,8883,5511,380,0.09609,0.1964,0.29249,22.957931
11/17/2004,1584,17185,279,14358,7509,633,0.15942,0.25606,0.41548,22.81862065
11/18/2004,2784,18510,474,27324,10070,1302,0.30108,0.30356,0.60464,22.67931031
11/19/2004,7345,17679,1237,37342,11050,1873,0.44687,0.31839,0.76526,22.53999996
11/20/2004,11805,16004,2018,53671,11813,2886,0.65476,0.32721,0.98197,22.04639996
11/21/2004,16185,14568,2814,111990,11782,7109,1.28175,0.36273,1.64448,21.55279996
11/22/2004,18409,13931,3227,147490,11207,10026,1.65899,0.38391,2.0429,21.05919996
11/23/2004,12685,15695,2176,142390,11296,9593,1.55075,0.3876,1.93835,20.56559996
11/24/2004,10007,16663,1700,135070,11421,8981,1.45077,0.38765,1.83842,20.07199997
11/25/2004,14792,14998,2558,355830,7895,30417,3.70622,0.55868,4.2649,19.57839997
11/26/2004,26488,12032,4769,540700,6002,51485,5.67188,0.74288,6.41476,19.08479997
11/27/2004,32034,11012,5862,379150,7609,32951,4.11184,0.57434,4.68618,18.59119997
11/28/2004,21360,13169,3783,233590,9686,17881,2.5495,0.44519,2.99469,18.09759997
11/29/2004,6511,17988,1094,111450,11789,7066,1.17961,0.37937,1.55898,17.60399997
11/30/2004,3533,18672,596,39025,11166,1973,0.42558,0.32407,0.74965,17.11039997
12/01/2004,3015,18592,511,30107,10401,1456,0.33122,0.3096,0.64082,16.61679997
12/02/2004,2711,18477,462,29938,10382,1447,0.32649,0.30768,0.63417,16.12319998
